Contig	FOUR	THOUS
ruditapes_c8631	12	17
ruditapes_c8632	0	0
ruditapes_c8633	4	10
ruditapes_c8637	1	5
ruditapes_c8638	223	242
ruditapes_c8640	3	6
ruditapes_c8641	0	0
ruditapes_c8642	2	4
ruditapes_c8644	0	1
ruditapes_c8645	0	0
ruditapes_c8649	0	0
ruditapes_c8650	2	1
ruditapes_c8651	51	97
ruditapes_c8653	9	12
ruditapes_c8654	0	0
ruditapes_c8656	0	0
ruditapes_c8657	8	20
ruditapes_c8658	3	2
ruditapes_c8659	6	15
ruditapes_c866	25	46
ruditapes_c8660	0	1
ruditapes_c8661	2	2
ruditapes_c8662	0	0
ruditapes_c8663	0	0
ruditapes_c8664	1	1
ruditapes_c8665	0	0
ruditapes_c8666	12	25
ruditapes_c8667	0	0
ruditapes_c8668	2	4
ruditapes_c8669	5	6
ruditapes_c8670	1	2
ruditapes_c8672	0	0
ruditapes_c8673	0	2
ruditapes_c8674	11	11
ruditapes_c8675	0	0
ruditapes_c8677	3	1
ruditapes_c8678	0	0
ruditapes_c8679	0	1
ruditapes_c8680	0	0
ruditapes_c8683	0	0
ruditapes_c8684	0	1
ruditapes_c8687	0	0
ruditapes_c8688	3	3
ruditapes_c869	1	12
ruditapes_c8690	1	3
ruditapes_c8692	1	0
ruditapes_c8693	1	5
ruditapes_c8694	26	68
ruditapes_c8697	18	27
ruditapes_c8698	1	0
ruditapes_c8699	42	164
ruditapes_c87	2	1
ruditapes_c870	54	84
ruditapes_c8700	2	2
ruditapes_c8701	19	26
ruditapes_c8702	0	0
ruditapes_c8703	2	3
ruditapes_c8704	1	1
ruditapes_c8705	2	1
ruditapes_c8706	3	2
ruditapes_c8707	0	0
ruditapes_c8708	1	1
ruditapes_c8710	1	0
ruditapes_c8711	0	0
ruditapes_c8712	34	45
ruditapes_c8713	2	3
ruditapes_c8714	1	1
ruditapes_c8715	0	1
ruditapes_c8716	1	0
ruditapes_c8717	1	1
ruditapes_c8719	21	16
ruditapes_c872	10	15
ruditapes_c8721	0	0
ruditapes_c8722	0	1
ruditapes_c8723	6	3
ruditapes_c8724	6	20
ruditapes_c8725	1	0
ruditapes_c8728	0	0
ruditapes_c8729	4	17
ruditapes_c873	3	5
ruditapes_c8730	14	16
ruditapes_c8732	3	4
ruditapes_c8733	1	1
ruditapes_c8734	1	0
ruditapes_c8739	2	0
ruditapes_c8741	7	12
ruditapes_c8742	3	6
ruditapes_c8743	8	6
ruditapes_c8744	13	14
ruditapes_c8745	0	0
ruditapes_c8746	2	0
ruditapes_c8747	3	4
ruditapes_c8748	0	0
ruditapes_c875	3	4
ruditapes_c8750	11	14
ruditapes_c8751	1	1
ruditapes_c8752	1	2
ruditapes_c8753	4	9
ruditapes_c8754	3	4
ruditapes_c8755	1	1
ruditapes_c8756	1	1
ruditapes_c8759	3	2
ruditapes_c876	0	0
ruditapes_c8761	7	9
ruditapes_c8762	14	30
ruditapes_c8763	0	0
ruditapes_c8765	1	2
ruditapes_c8766	1	1
ruditapes_c8767	1	6
ruditapes_c8769	0	2
ruditapes_c8770	14	12
ruditapes_c8772	0	0
ruditapes_c8773	0	0
ruditapes_c8776	0	0
ruditapes_c8777	11	21
ruditapes_c8779	1	2
ruditapes_c8780	0	0
ruditapes_c8781	2	4
ruditapes_c8783	1	2
ruditapes_c8785	12	15
ruditapes_c8786	1	0
ruditapes_c8787	0	0
ruditapes_c8789	1	2
ruditapes_c8790	11	11
ruditapes_c8791	3	9
ruditapes_c8792	0	0
ruditapes_c8793	6	5
ruditapes_c8794	0	0
ruditapes_c8795	0	1
ruditapes_c8796	4	14
ruditapes_c8797	14	29
ruditapes_c8798	0	0
ruditapes_c8799	2	2
ruditapes_c88	0	0
ruditapes_c880	0	0
ruditapes_c8800	0	0
ruditapes_c8802	10	32
ruditapes_c8803	0	0
ruditapes_c8804	9	16
ruditapes_c8805	0	0
ruditapes_c8806	3	4
ruditapes_c8807	2	2
ruditapes_c8808	0	0
ruditapes_c8809	1	1
ruditapes_c8810	0	2
ruditapes_c8811	3	6
ruditapes_c8812	1	0
ruditapes_c8813	4	11
ruditapes_c8816	0	0
ruditapes_c8817	4	7
ruditapes_c8818	0	0
ruditapes_c8819	0	0
ruditapes_c8820	0	0
ruditapes_c8821	16	30
ruditapes_c8822	3	3
ruditapes_c8823	0	1
ruditapes_c8825	2	2
ruditapes_c8829	19	25
ruditapes_c883	2	3
ruditapes_c8830	12	24
ruditapes_c8831	0	0
ruditapes_c8832	0	0
ruditapes_c8833	2	8
ruditapes_c8834	3	4
ruditapes_c8835	13	29
ruditapes_c8836	7	17
ruditapes_c8839	0	0
ruditapes_c8840	5	10
ruditapes_c8842	1	1
ruditapes_c8843	0	0
ruditapes_c8844	54	125
ruditapes_c8845	4	3
ruditapes_c8846	1	0
ruditapes_c8848	0	1
ruditapes_c8849	1	3
ruditapes_c885	0	0
ruditapes_c8851	0	0
ruditapes_c8852	0	0
ruditapes_c8853	1	1
ruditapes_c8855	6	9
ruditapes_c8856	0	1
ruditapes_c8858	33	78
ruditapes_c8859	0	1
ruditapes_c8860	20	38
ruditapes_c8862	28	27
ruditapes_c8863	3	2
ruditapes_c8864	3	2
ruditapes_c8866	2	7
ruditapes_c8867	12	18
ruditapes_c8868	14	22
ruditapes_c8869	3	3
ruditapes_c8870	0	0
ruditapes_c8871	1	1
ruditapes_c8874	5	14
ruditapes_c8875	1	1
ruditapes_c8876	1	2
ruditapes_c8877	3	1
ruditapes_c8878	10	20
ruditapes_c8879	1	1
ruditapes_c8880	1	1
ruditapes_c8881	1	0
ruditapes_c8883	0	0
ruditapes_c8885	1	5
ruditapes_c8886	0	0
ruditapes_c8888	20	24
ruditapes_c889	18	39
ruditapes_c8891	3	3
ruditapes_c8892	1	5
ruditapes_c8894	2	2
ruditapes_c8896	0	1
ruditapes_c8897	1	2
ruditapes_c8898	0	0
ruditapes_c8899	0	0
ruditapes_c8900	2	3
ruditapes_c8901	0	1
ruditapes_c8903	10	12
ruditapes_c8905	1	3
ruditapes_c8907	1	3
ruditapes_c8908	7	15
ruditapes_c891	0	1
ruditapes_c8910	1	0
ruditapes_c8911	0	0
ruditapes_c8912	1	1
ruditapes_c8913	2	4
ruditapes_c8914	2	2
ruditapes_c8916	19	37
ruditapes_c8918	0	0
ruditapes_c8919	5	9
ruditapes_c8921	1	13
ruditapes_c8922	0	0
ruditapes_c8923	0	0
ruditapes_c8924	0	0
ruditapes_c8925	0	0
ruditapes_c8926	4	4
ruditapes_c8929	0	1
ruditapes_c8930	0	0
ruditapes_c8931	2	3
ruditapes_c8932	1	0
ruditapes_c8933	1	6
ruditapes_c8934	0	0
ruditapes_c8935	1	2
ruditapes_c8936	1	0
ruditapes_c8937	0	0
ruditapes_c8938	0	1
ruditapes_c8939	0	0
ruditapes_c8940	19	19
ruditapes_c8941	14	19
ruditapes_c8942	0	0
ruditapes_c8944	0	0
ruditapes_c8945	2	2
ruditapes_c8949	0	0
ruditapes_c895	0	0
ruditapes_c8950	0	1
ruditapes_c8951	0	1
ruditapes_c8952	0	0
ruditapes_c8953	15	31
ruditapes_c8954	1	1
ruditapes_c8956	1	2
ruditapes_c8957	21	20
ruditapes_c8958	1	0
ruditapes_c8960	0	0
ruditapes_c8961	4	6
ruditapes_c8962	0	0
ruditapes_c8963	0	0
ruditapes_c8964	1	2
ruditapes_c8966	0	0
ruditapes_c8967	1	2
ruditapes_c8968	0	0
ruditapes_c8969	0	1
ruditapes_c8970	3	2
ruditapes_c8971	15	22
ruditapes_c8972	2	2
ruditapes_c8975	0	0
ruditapes_c8976	0	2
ruditapes_c8977	11937	17121
ruditapes_c8978	11	21
ruditapes_c8979	1	2
ruditapes_c8980	18	28
ruditapes_c8981	3	13
ruditapes_c8982	2	3
ruditapes_c8983	0	0
ruditapes_c8984	0	0
ruditapes_c8985	1	1
ruditapes_c8986	0	0
ruditapes_c8987	2	1
ruditapes_c8988	0	0
ruditapes_c8990	1	2
ruditapes_c8991	1	2
ruditapes_c8992	3	19
ruditapes_c8993	14	36
ruditapes_c8994	2	3
ruditapes_c8995	0	0
ruditapes_c8996	12	15
ruditapes_c8997	1	1
ruditapes_c8998	2	3
ruditapes_c8999	5	6
ruditapes_c9001	3	5
ruditapes_c9002	2	3
ruditapes_c9003	0	0
ruditapes_c9004	1	0
ruditapes_c9006	2	1
ruditapes_c9007	2	5
ruditapes_c9008	5	10
ruditapes_c9009	1	1
ruditapes_c901	8	10
ruditapes_c9010	0	0
ruditapes_c9012	0	0
ruditapes_c9013	0	0
ruditapes_c9014	0	0
ruditapes_c9015	1	0
ruditapes_c9016	0	0
ruditapes_c9017	0	0
ruditapes_c9018	0	0
ruditapes_c9020	7	12
ruditapes_c9021	0	1
ruditapes_c9022	0	0
ruditapes_c9023	2	2
ruditapes_c9024	5	8
ruditapes_c9025	0	0
ruditapes_c9026	4	8
ruditapes_c9028	4	6
ruditapes_c9029	12	8
ruditapes_c903	1	2
ruditapes_c9030	0	1
ruditapes_c9031	8	30
ruditapes_c9032	0	0
ruditapes_c9034	1	0
ruditapes_c9036	3	5
ruditapes_c9037	11	14
ruditapes_c9039	4	7
ruditapes_c9040	24	36
ruditapes_c9041	22	20
ruditapes_c9042	0	2
ruditapes_c9043	0	0
ruditapes_c9045	6	5
ruditapes_c9047	1	1
ruditapes_c9048	3	3
ruditapes_c9049	1	0
ruditapes_c905	1	4
ruditapes_c9050	2	6
ruditapes_c9051	1	1
ruditapes_c9052	12	41
ruditapes_c9053	2	2
ruditapes_c9054	77	222
ruditapes_c9055	1	2
ruditapes_c9056	0	0
ruditapes_c9057	0	1
ruditapes_c9058	6	12
ruditapes_c9059	8	10
ruditapes_c9061	2	3
ruditapes_c9062	11	11
ruditapes_c9063	2	1
ruditapes_c9064	18	21
ruditapes_c9065	0	0
ruditapes_c9066	0	0
ruditapes_c9068	2	1
ruditapes_c907	2	1
ruditapes_c9070	0	1
ruditapes_c9072	10	11
ruditapes_c9073	0	1
ruditapes_c9075	26	252
ruditapes_c9076	0	1
ruditapes_c9077	0	2
ruditapes_c9078	18	46
ruditapes_c9080	2	3
ruditapes_c9081	1	1
ruditapes_c9082	0	0
ruditapes_c9083	0	0
ruditapes_c9084	0	0
ruditapes_c9085	4	6
ruditapes_c9087	22	79
ruditapes_c9088	5	12
ruditapes_c9089	3	4
ruditapes_c9090	13	23
ruditapes_c9091	2	1
ruditapes_c9092	0	0
ruditapes_c9093	1	2
ruditapes_c9094	11	10
ruditapes_c9095	1	0
ruditapes_c9096	3	2
ruditapes_c910	3	8
ruditapes_c9100	9	8
ruditapes_c9102	0	2
ruditapes_c9103	1	0
ruditapes_c9104	0	0
ruditapes_c9105	0	0
ruditapes_c9106	0	1
ruditapes_c9107	1	1
ruditapes_c9109	0	1
ruditapes_c911	1	1
ruditapes_c9111	4	9
ruditapes_c9112	0	0
ruditapes_c9113	0	0
ruditapes_c9114	0	0
ruditapes_c9116	3	6
ruditapes_c9117	2	3
ruditapes_c9122	63	65
ruditapes_c9123	0	0
ruditapes_c9124	0	1
ruditapes_c9126	0	0
ruditapes_c9129	3	4
ruditapes_c9130	0	0
ruditapes_c9131	2	6
ruditapes_c9132	8	9
ruditapes_c9134	0	1
ruditapes_c9135	0	0
ruditapes_c9136	5	5
ruditapes_c9137	1	1
ruditapes_c9138	1	1
ruditapes_c9139	2	2
ruditapes_c9140	2	9
ruditapes_c9142	1	0
ruditapes_c9143	32	74
ruditapes_c9144	11	23
ruditapes_c9145	0	0
ruditapes_c9146	3	4
ruditapes_c9148	11	16
ruditapes_c9151	2	3
ruditapes_c9152	8	21
ruditapes_c9153	7	9
ruditapes_c9154	0	0
ruditapes_c9155	413	712
ruditapes_c9156	7	21
ruditapes_c9157	6	14
ruditapes_c9159	5	8
ruditapes_c9160	0	1
ruditapes_c9161	0	0
ruditapes_c9162	4	6
ruditapes_c9163	1	2
ruditapes_c9164	0	0
ruditapes_c9165	0	0
ruditapes_c9166	0	0
ruditapes_c9167	2	3
ruditapes_c9168	1	2
ruditapes_c9169	0	1
ruditapes_c9170	11	16
ruditapes_c9171	16	6
ruditapes_c9172	0	1
ruditapes_c9173	1	1
ruditapes_c9174	0	0
ruditapes_c9175	0	0
ruditapes_c9176	0	0
ruditapes_c9178	0	0
ruditapes_c9179	0	1
ruditapes_c918	0	0
ruditapes_c9180	11	13
ruditapes_c9181	12	12
ruditapes_c9182	1	2
ruditapes_c9183	0	0
ruditapes_c9184	2	2
ruditapes_c9185	3	3
ruditapes_c9186	0	0
ruditapes_c9189	0	0
ruditapes_c919	4	9
ruditapes_c9191	0	0
ruditapes_c9192	1	1
ruditapes_c9195	10	17
ruditapes_c9196	0	1
ruditapes_c9197	1	0
ruditapes_c9198	0	0
ruditapes_c9199	3	6
ruditapes_c92	8	8
ruditapes_c920	0	0
ruditapes_c9200	0	0
ruditapes_c9202	1	6
ruditapes_c9203	6	4
ruditapes_c9205	0	0
ruditapes_c9206	1	5
ruditapes_c9207	1	1
ruditapes_c9209	0	0
ruditapes_c921	3	8
ruditapes_c9210	1	2
ruditapes_c9214	0	0
ruditapes_c9215	1	6
ruditapes_c9216	1	1
ruditapes_c9217	0	1
ruditapes_c9218	1	1
ruditapes_c9219	1	3
ruditapes_c922	3	4
ruditapes_c9220	0	3
ruditapes_c9221	3	4
ruditapes_c9222	4	5
ruditapes_c9223	3	2
ruditapes_c9225	4	4
ruditapes_c9226	0	0
ruditapes_c9227	0	1
ruditapes_c9228	2	2
ruditapes_c9230	40	64
ruditapes_c9231	0	0
ruditapes_c9233	8	16
ruditapes_c9235	0	0
ruditapes_c9237	2	1
ruditapes_c9239	0	0
ruditapes_c924	8	9
ruditapes_c9240	3	4
ruditapes_c9241	0	0
ruditapes_c9242	3	8
ruditapes_c9243	0	0
ruditapes_c9244	11	15
ruditapes_c9245	0	0
ruditapes_c9246	2	2
ruditapes_c9248	3	5
ruditapes_c9249	1	1
ruditapes_c925	0	0
ruditapes_c9250	2	2
ruditapes_c9251	20	35
ruditapes_c9253	0	0
ruditapes_c9255	0	2
ruditapes_c9256	0	1
ruditapes_c9257	6	8
ruditapes_c9259	1	2
ruditapes_c926	0	0
ruditapes_c9260	0	0
ruditapes_c9261	5	5
ruditapes_c9262	12	32
ruditapes_c9263	0	0
ruditapes_c9265	3	2
ruditapes_c9266	0	1
ruditapes_c9269	0	2
ruditapes_c9271	0	0
ruditapes_c9272	0	0
ruditapes_c9273	9	25
ruditapes_c9274	0	0
ruditapes_c9276	10	17
ruditapes_c9277	2	1
ruditapes_c9279	0	2
ruditapes_c928	24	33
ruditapes_c9281	5	10
ruditapes_c9282	8	9
ruditapes_c9283	3	8
ruditapes_c9284	7	12
ruditapes_c9286	49	60
ruditapes_c9287	0	1
ruditapes_c9288	0	0
ruditapes_c9289	17	33
ruditapes_c929	12	19
ruditapes_c9290	8	13
ruditapes_c9291	5	16
ruditapes_c9292	0	0
ruditapes_c9295	0	0
ruditapes_c9296	0	1
ruditapes_c9297	0	0
ruditapes_c9298	9	5
ruditapes_c9299	3	4
ruditapes_c93	96	61
ruditapes_c930	0	0
ruditapes_c9302	3	3
ruditapes_c9303	14	14
ruditapes_c9305	0	0
ruditapes_c9307	0	1
ruditapes_c931	0	0
ruditapes_c9310	0	0
ruditapes_c9312	1	1
ruditapes_c9313	1	5
ruditapes_c9315	23	30
ruditapes_c9316	6	8
ruditapes_c9317	0	0
ruditapes_c9318	0	0
ruditapes_c932	0	0
ruditapes_c9321	0	0
ruditapes_c9322	5	11
ruditapes_c9324	0	0
ruditapes_c9325	4	3
ruditapes_c9326	0	1
ruditapes_c9328	4	4
ruditapes_c9329	4	8
ruditapes_c9330	1	4
ruditapes_c9332	5	6
ruditapes_c9333	1	4
ruditapes_c9334	0	1
ruditapes_c9335	2	3
ruditapes_c9336	0	0
ruditapes_c9338	1	2
ruditapes_c934	24	49
ruditapes_c9340	21	61
ruditapes_c9341	1	2
ruditapes_c9342	0	0
ruditapes_c9343	2	2
ruditapes_c9344	2	3
ruditapes_c9346	2	5
ruditapes_c9347	0	0
ruditapes_c9348	1	5
ruditapes_c9349	0	0
ruditapes_c935	1	3
ruditapes_c9350	7	20
ruditapes_c9352	22	28
ruditapes_c9353	7	10
ruditapes_c9354	0	0
ruditapes_c9355	2	4
ruditapes_c9356	1	3
ruditapes_c9357	0	0
ruditapes_c9359	0	0
ruditapes_c936	15	26
ruditapes_c9361	1	8
ruditapes_c9362	0	0
ruditapes_c9363	2	1
ruditapes_c9364	1	2
ruditapes_c9365	0	0
ruditapes_c9367	0	0
ruditapes_c9368	1	1
ruditapes_c9370	1	1
ruditapes_c9371	0	0
ruditapes_c9372	21	29
ruditapes_c9373	4	8
ruditapes_c9374	8	39
ruditapes_c9375	2	4
ruditapes_c9376	2	3
ruditapes_c9378	0	0
ruditapes_c9379	0	0
ruditapes_c938	4	11
ruditapes_c9380	1	1
ruditapes_c9382	5	9
ruditapes_c9384	6	6
ruditapes_c9385	0	2
ruditapes_c9386	2	9
ruditapes_c9387	1	3
ruditapes_c9388	0	0
ruditapes_c9390	0	0
ruditapes_c9392	0	0
ruditapes_c9393	0	1
ruditapes_c9394	1	1
ruditapes_c9395	0	0
ruditapes_c9397	4	7
ruditapes_c9398	0	0
ruditapes_c9399	16	35
ruditapes_c94	4	5
ruditapes_c9400	5	4
ruditapes_c9401	0	0
ruditapes_c9402	1	1
ruditapes_c9403	0	1
ruditapes_c9404	0	0
ruditapes_c9405	1	0
ruditapes_c9406	0	0
ruditapes_c9407	6	26
ruditapes_c9408	0	0
ruditapes_c9409	4	1
ruditapes_c941	32	54
ruditapes_c9410	5	12
ruditapes_c9411	0	0
ruditapes_c9412	0	0
ruditapes_c9413	0	0
ruditapes_c9414	0	0
ruditapes_c9416	0	0
ruditapes_c9417	0	0
ruditapes_c9418	1	0
ruditapes_c9419	5	7
ruditapes_c9420	0	0
ruditapes_c9421	5	7
ruditapes_c9422	1	2
ruditapes_c9426	2	1
ruditapes_c9427	46	44
ruditapes_c9428	0	0
ruditapes_c9430	0	0
ruditapes_c9431	0	0
ruditapes_c9432	26	49
ruditapes_c9433	0	2
ruditapes_c9434	1	2
ruditapes_c9435	11	26
ruditapes_c9436	0	0
ruditapes_c9439	2	2
ruditapes_c944	2	3
ruditapes_c9440	1	1
ruditapes_c9441	0	0
ruditapes_c9442	14	25
ruditapes_c9444	2	5
ruditapes_c9445	0	0
ruditapes_c9446	4	5
ruditapes_c9447	0	0
ruditapes_c9448	0	0
ruditapes_c9449	27	21
ruditapes_c945	4	9
ruditapes_c9450	2	7
ruditapes_c9451	0	0
ruditapes_c9452	0	0
ruditapes_c9453	0	1
ruditapes_c9454	2	3
ruditapes_c9456	17	30
ruditapes_c9457	0	0
ruditapes_c9458	6	7
ruditapes_c9459	0	0
ruditapes_c9460	0	1
ruditapes_c9461	2	6
ruditapes_c9462	1	2
ruditapes_c9463	1	2
ruditapes_c9464	84	107
ruditapes_c9466	0	0
ruditapes_c9467	0	0
ruditapes_c9470	2	7
ruditapes_c9472	0	0
ruditapes_c9473	2	0
ruditapes_c9474	2	3
ruditapes_c9476	0	1
ruditapes_c9479	0	0
ruditapes_c9480	0	0
ruditapes_c9482	1	1
ruditapes_c9483	2	3
ruditapes_c9485	1	0
ruditapes_c9486	3	2
ruditapes_c9487	1	0
ruditapes_c9489	0	0
ruditapes_c949	6	16
ruditapes_c9490	0	0
ruditapes_c9491	4	10
ruditapes_c9492	7	8
ruditapes_c9493	37	85
ruditapes_c9494	0	0
ruditapes_c9495	1	1
ruditapes_c9496	152	281
ruditapes_c9498	8	18
ruditapes_c9499	0	0
ruditapes_c9500	0	0
ruditapes_c9501	1	2
ruditapes_c9503	0	0
ruditapes_c9505	0	1
ruditapes_c9507	0	0
ruditapes_c9509	0	0
ruditapes_c9510	1	4
ruditapes_c9512	0	0
ruditapes_c9513	0	0
ruditapes_c9514	5	18
ruditapes_c9516	1	1
ruditapes_c9517	14	24
ruditapes_c9518	26	89
ruditapes_c9519	1	0
ruditapes_c9520	10	21
ruditapes_c9521	1	3
ruditapes_c9522	1	0
ruditapes_c9523	4	4
ruditapes_c9524	6	14
ruditapes_c9526	0	0
ruditapes_c9528	0	0
ruditapes_c9529	11	10
ruditapes_c953	14	37
ruditapes_c9531	11	40
ruditapes_c9532	0	0
ruditapes_c9533	4	6
ruditapes_c9534	3	13
ruditapes_c9535	4	11
ruditapes_c9536	17	17
ruditapes_c9537	1	5
ruditapes_c9538	0	0
ruditapes_c9539	5	9
ruditapes_c954	8	7
ruditapes_c9542	2	0
ruditapes_c9543	4	17
ruditapes_c9544	8	13
ruditapes_c9545	1	0
ruditapes_c9547	0	0
ruditapes_c9548	0	0
ruditapes_c9549	0	0
ruditapes_c9550	0	0
ruditapes_c9551	2	2
ruditapes_c9552	0	0
ruditapes_c9556	0	0
ruditapes_c9557	11	8
ruditapes_c9558	8	10
ruditapes_c9559	9	11
ruditapes_c956	50	122
ruditapes_c9560	36	62
ruditapes_c9561	16	46
ruditapes_c9562	0	0
ruditapes_c9563	0	1
ruditapes_c9566	0	2
ruditapes_c9567	1	0
ruditapes_c9570	1	0
ruditapes_c9571	10	82
ruditapes_c9573	0	0
ruditapes_c9574	0	0
ruditapes_c9575	1	2
ruditapes_c9576	5	6
ruditapes_c9577	1	0
ruditapes_c9578	0	1
ruditapes_c9579	0	0
ruditapes_c9580	6	8
ruditapes_c9582	0	0
ruditapes_c9583	2	2
ruditapes_c9584	0	0
ruditapes_c9585	51	61
ruditapes_c9586	3	17
ruditapes_c9588	1	1
ruditapes_c9589	0	0
ruditapes_c9590	0	0
ruditapes_c9591	0	1
ruditapes_c9592	21	47
ruditapes_c9593	1	2
ruditapes_c9594	0	0
ruditapes_c9595	0	0
ruditapes_c9596	2	2
ruditapes_c9597	0	0
ruditapes_c9599	0	1
ruditapes_c96	2	2
ruditapes_c960	129	320
ruditapes_c9600	21	21
ruditapes_c9601	0	0
ruditapes_c9602	0	0
ruditapes_c9603	1	1
ruditapes_c9604	0	0
ruditapes_c9605	0	0
ruditapes_c9606	0	0
ruditapes_c9609	1	1
ruditapes_c9611	0	0
ruditapes_c9613	5	4
ruditapes_c9614	0	1
ruditapes_c9615	0	0
ruditapes_c9617	11	18
ruditapes_c9619	0	0
ruditapes_c9620	0	0
ruditapes_c9621	1	4
ruditapes_c9622	1	1
ruditapes_c9623	1	1
ruditapes_c9624	5	10
ruditapes_c9625	0	0
ruditapes_c9626	0	0
ruditapes_c9627	0	0
ruditapes_c9628	1	9
ruditapes_c9629	0	1
ruditapes_c963	1	1
ruditapes_c9630	1	2
ruditapes_c9631	2	3
ruditapes_c9632	7	9
ruditapes_c9633	0	0
ruditapes_c9634	12	12
ruditapes_c9635	1	2
ruditapes_c9636	2	2
ruditapes_c9637	2	3
ruditapes_c9639	36	68
ruditapes_c964	1	3
ruditapes_c9640	0	1
ruditapes_c9642	5	8
ruditapes_c9643	0	1
ruditapes_c9644	2	3
ruditapes_c9645	0	0
ruditapes_c9646	0	0
ruditapes_c9647	1	1
ruditapes_c9648	0	0
ruditapes_c9649	3	3
ruditapes_c9650	0	1
ruditapes_c9651	4	6
ruditapes_c9652	0	0
ruditapes_c9653	12	10
ruditapes_c9654	14	14
ruditapes_c9655	0	3
ruditapes_c9656	1	0
ruditapes_c9657	0	0
ruditapes_c9659	1	1
ruditapes_c966	1	2
ruditapes_c9661	0	0
ruditapes_c9662	0	0
ruditapes_c9663	1	3
ruditapes_c9664	1	0
ruditapes_c9666	0	1
ruditapes_c967	0	0
ruditapes_c9670	22	22
ruditapes_c9671	2	3
ruditapes_c9672	0	0
ruditapes_c9673	4	3
ruditapes_c9674	10	16
ruditapes_c9676	18	28
ruditapes_c9677	0	2
ruditapes_c9679	7	9
ruditapes_c968	0	0
ruditapes_c9681	4	6
ruditapes_c9684	7	11
ruditapes_c9685	25	42
ruditapes_c9688	16	39
ruditapes_c9689	0	0
ruditapes_c9690	0	0
ruditapes_c9691	1	1
ruditapes_c9692	1	6
ruditapes_c9693	7	4
ruditapes_c9694	21	44
ruditapes_c9696	0	0
ruditapes_c9697	0	0
ruditapes_c9699	0	1
ruditapes_c970	0	0
ruditapes_c9700	2	2
ruditapes_c9701	1	2
ruditapes_c9702	0	0
ruditapes_c9704	1	4
ruditapes_c9705	0	0
ruditapes_c9706	10	17
ruditapes_c9707	0	0
ruditapes_c9708	7	9
ruditapes_c9710	15	26
ruditapes_c9711	0	1
ruditapes_c9713	2	3
ruditapes_c9714	5	5
ruditapes_c9715	0	0
ruditapes_c9716	1	0
ruditapes_c9717	0	0
ruditapes_c972	0	0
ruditapes_c9720	6	6
ruditapes_c9721	0	0
ruditapes_c9722	15	15
ruditapes_c9725	1	1
ruditapes_c9726	2	3
ruditapes_c9727	4	11
ruditapes_c9728	0	0
ruditapes_c9729	0	1
ruditapes_c9730	0	0
ruditapes_c9731	1	2
ruditapes_c9733	0	0
ruditapes_c9734	9	17
ruditapes_c9735	19	23
ruditapes_c9736	7	35
ruditapes_c9737	0	0
ruditapes_c9738	0	0
ruditapes_c9740	0	0
ruditapes_c9742	4	3
ruditapes_c9743	6	101
ruditapes_c9744	6	18
ruditapes_c9745	1	5
ruditapes_c9746	0	0
ruditapes_c9748	5	9
ruditapes_c9750	4	17
ruditapes_c9751	0	0
ruditapes_c9752	0	0
ruditapes_c9753	0	0
ruditapes_c9754	1	1
ruditapes_c9756	0	0
ruditapes_c9757	0	0
ruditapes_c976	1	4
ruditapes_c9760	1	3
ruditapes_c9761	0	0
ruditapes_c9763	245	738
ruditapes_c9764	12	8
ruditapes_c9766	0	0
ruditapes_c9768	2	2
ruditapes_c9769	1	2
ruditapes_c9770	9	14
ruditapes_c9771	0	0
ruditapes_c9772	7	13
ruditapes_c9773	34	29
ruditapes_c9774	2	6
ruditapes_c9775	6	16
ruditapes_c9776	5	5
ruditapes_c9777	4	3
ruditapes_c9778	0	0
ruditapes_c9780	5	6
ruditapes_c9781	1	0
ruditapes_c9782	0	1
ruditapes_c9783	25	159
ruditapes_c9784	0	2
ruditapes_c9785	0	0
ruditapes_c9786	1	0
ruditapes_c9789	1	1
ruditapes_c979	29	57
ruditapes_c9790	2	2
ruditapes_c9791	9	14
ruditapes_c9792	3	6
ruditapes_c9794	0	0
ruditapes_c9795	0	0
ruditapes_c9797	2	9
ruditapes_c9798	1	4
ruditapes_c9799	6	5
ruditapes_c9800	0	0
ruditapes_c9801	0	0
ruditapes_c9802	4	4
ruditapes_c9803	0	1
ruditapes_c9804	1	0
ruditapes_c9805	1	2
ruditapes_c9806	1	1
ruditapes_c9807	0	0
ruditapes_c9808	0	0
ruditapes_c9809	0	0
ruditapes_c9810	32	50
ruditapes_c9811	1	7
ruditapes_c9812	0	0
ruditapes_c9813	0	0
ruditapes_c9814	3	7
ruditapes_c9815	0	0
ruditapes_c9816	9	22
ruditapes_c9818	1	0
ruditapes_c9819	0	0
ruditapes_c9821	0	0
ruditapes_c9823	3	5
ruditapes_c9824	7	15
ruditapes_c9825	0	0
ruditapes_c9826	0	0
ruditapes_c9827	0	0
ruditapes_c9828	5	7
ruditapes_c9829	2	1
ruditapes_c9830	0	0
ruditapes_c9831	1	1
ruditapes_c9833	0	1
ruditapes_c9834	0	0
ruditapes_c9835	1	2
ruditapes_c9836	0	2
ruditapes_c9837	0	0
ruditapes_c9838	1	1
ruditapes_c9839	1	1
ruditapes_c984	7	4
ruditapes_c9840	0	0
ruditapes_c9841	0	0
ruditapes_c9842	62	141
ruditapes_c9843	8	39
ruditapes_c9844	16	36
ruditapes_c9846	0	0
ruditapes_c9847	0	0
ruditapes_c9849	0	0
ruditapes_c985	0	1
ruditapes_c9851	0	0
ruditapes_c9852	0	0
