Contig	BARN	MASH
Mmercenaria_contig_3079	114	100
Mmercenaria_contig_308	142	103
Mmercenaria_contig_3080	1693	816
Mmercenaria_contig_3081	119	163
Mmercenaria_contig_3082	185	202
Mmercenaria_contig_3083	268	208
Mmercenaria_contig_3084	1075	1108
Mmercenaria_contig_3085	54	70
Mmercenaria_contig_3086	1026	376
Mmercenaria_contig_3087	399	253
Mmercenaria_contig_3088	59	37
Mmercenaria_contig_3089	404	243
Mmercenaria_contig_309	208	148
Mmercenaria_contig_3090	212	115
Mmercenaria_contig_3091	93	69
Mmercenaria_contig_3092	321	274
Mmercenaria_contig_3093	966	774
Mmercenaria_contig_3094	70	47
Mmercenaria_contig_3095	56	33
Mmercenaria_contig_3096	100	570
Mmercenaria_contig_3097	79	101
Mmercenaria_contig_3098	106	74
Mmercenaria_contig_3099	86	92
Mmercenaria_contig_31	108	112
Mmercenaria_contig_310	118	86
Mmercenaria_contig_3100	89	78
Mmercenaria_contig_3101	33	54
Mmercenaria_contig_3102	370	292
Mmercenaria_contig_3103	95	77
Mmercenaria_contig_3104	38	32
Mmercenaria_contig_3105	32	31
Mmercenaria_contig_3106	231	189
Mmercenaria_contig_3107	56	204
Mmercenaria_contig_3108	137	45
Mmercenaria_contig_3109	93	107
Mmercenaria_contig_311	209	95
Mmercenaria_contig_3110	48	67
Mmercenaria_contig_3111	353	239
Mmercenaria_contig_3112	92	41
Mmercenaria_contig_3113	114	95
Mmercenaria_contig_3114	273	131
Mmercenaria_contig_3115	187	96
Mmercenaria_contig_3116	738	420
Mmercenaria_contig_3117	102	132
Mmercenaria_contig_3118	156	84
Mmercenaria_contig_3119	18	25
Mmercenaria_contig_312	178	166
Mmercenaria_contig_3120	152	137
Mmercenaria_contig_3121	281	248
Mmercenaria_contig_3122	119	68
Mmercenaria_contig_3123	154	142
Mmercenaria_contig_3124	165	219
Mmercenaria_contig_3125	164	163
Mmercenaria_contig_3126	69	47
Mmercenaria_contig_3127	91	45
Mmercenaria_contig_3128	126	97
Mmercenaria_contig_3129	262	1439
Mmercenaria_contig_313	111	119
Mmercenaria_contig_3130	451	153
Mmercenaria_contig_3131	226	207
Mmercenaria_contig_3132	144	239
Mmercenaria_contig_3133	136	107
Mmercenaria_contig_3134	261	255
Mmercenaria_contig_3135	241	199
Mmercenaria_contig_3136	0	65
Mmercenaria_contig_3137	48	37
Mmercenaria_contig_3138	395	165
Mmercenaria_contig_3139	40	33
Mmercenaria_contig_314	79	75
Mmercenaria_contig_3140	64	44
Mmercenaria_contig_3141	97	68
Mmercenaria_contig_3142	496	296
Mmercenaria_contig_3143	321	157
Mmercenaria_contig_3144	90	78
Mmercenaria_contig_3145	79	120
Mmercenaria_contig_3146	80	113
Mmercenaria_contig_3147	94	85
Mmercenaria_contig_3148	208	80
Mmercenaria_contig_3149	123	132
Mmercenaria_contig_315	246	217
Mmercenaria_contig_3150	505	379
Mmercenaria_contig_3151	360	255
Mmercenaria_contig_3152	86	73
Mmercenaria_contig_3153	2366	1737
Mmercenaria_contig_3154	44	55
Mmercenaria_contig_3155	195	279
Mmercenaria_contig_3156	146	140
Mmercenaria_contig_3157	447	249
Mmercenaria_contig_3158	133	119
Mmercenaria_contig_3159	152	121
Mmercenaria_contig_316	161	174
Mmercenaria_contig_3160	305	250
Mmercenaria_contig_3161	44	39
Mmercenaria_contig_3162	32	33
Mmercenaria_contig_3163	155	153
Mmercenaria_contig_3164	260	263
Mmercenaria_contig_3165	251	331
Mmercenaria_contig_3166	317	314
Mmercenaria_contig_3167	92	65
Mmercenaria_contig_3168	148	177
Mmercenaria_contig_3169	303	78
Mmercenaria_contig_317	297	144
Mmercenaria_contig_3170	140	126
Mmercenaria_contig_3171	35	68
Mmercenaria_contig_3172	278	124
Mmercenaria_contig_3173	51	50
Mmercenaria_contig_3174	84	73
Mmercenaria_contig_3175	336	160
Mmercenaria_contig_3176	37	69
Mmercenaria_contig_3177	170	210
Mmercenaria_contig_3178	540	50
Mmercenaria_contig_3179	124	56
Mmercenaria_contig_318	66	65
Mmercenaria_contig_3180	176	157
Mmercenaria_contig_3181	473	309
Mmercenaria_contig_3182	50	20
Mmercenaria_contig_3183	404	290
Mmercenaria_contig_3184	151	127
Mmercenaria_contig_3185	107	84
Mmercenaria_contig_3186	126	149
Mmercenaria_contig_3187	112	131
Mmercenaria_contig_3188	417	396
Mmercenaria_contig_3189	303	206
Mmercenaria_contig_319	164	80
Mmercenaria_contig_3190	2	230
Mmercenaria_contig_3191	287	138
Mmercenaria_contig_3192	402	322
Mmercenaria_contig_3193	392	204
Mmercenaria_contig_3194	164	196
Mmercenaria_contig_3195	549	370
Mmercenaria_contig_3196	72	71
Mmercenaria_contig_3197	117	134
Mmercenaria_contig_3198	46	61
Mmercenaria_contig_3199	69	100
Mmercenaria_contig_32	181	198
Mmercenaria_contig_320	109	41
Mmercenaria_contig_3200	256	240
Mmercenaria_contig_3201	654	330
Mmercenaria_contig_3202	50	17
Mmercenaria_contig_3203	351	205
Mmercenaria_contig_3204	93	67
Mmercenaria_contig_3205	107	86
Mmercenaria_contig_3206	43	66
Mmercenaria_contig_3207	135	76
Mmercenaria_contig_3208	121	60
Mmercenaria_contig_3209	155	125
Mmercenaria_contig_321	50	76
Mmercenaria_contig_3210	317	208
Mmercenaria_contig_3211	117	84
Mmercenaria_contig_3212	294	279
Mmercenaria_contig_3213	64	37
Mmercenaria_contig_3214	238	217
Mmercenaria_contig_3215	125	82
Mmercenaria_contig_3216	119	94
Mmercenaria_contig_3217	113	131
Mmercenaria_contig_3218	413	208
Mmercenaria_contig_3219	134	63
Mmercenaria_contig_322	120	128
Mmercenaria_contig_3220	36	20
Mmercenaria_contig_3221	178	141
Mmercenaria_contig_3222	71	73
Mmercenaria_contig_3223	69	63
Mmercenaria_contig_3224	147	88
Mmercenaria_contig_3225	59	42
Mmercenaria_contig_3226	223	185
Mmercenaria_contig_3227	279	289
Mmercenaria_contig_3228	32	149
Mmercenaria_contig_3229	455	253
Mmercenaria_contig_323	151	96
Mmercenaria_contig_3230	221	55
Mmercenaria_contig_3231	743	495
Mmercenaria_contig_3232	37	41
Mmercenaria_contig_3233	41	29
Mmercenaria_contig_3234	209	205
Mmercenaria_contig_3235	200	184
Mmercenaria_contig_3236	84	80
Mmercenaria_contig_3237	563	123
Mmercenaria_contig_3238	177	119
Mmercenaria_contig_3239	289	270
Mmercenaria_contig_324	264	127
Mmercenaria_contig_3240	281	190
Mmercenaria_contig_3241	61	59
Mmercenaria_contig_3242	105	128
Mmercenaria_contig_3243	205	143
Mmercenaria_contig_3244	263	113
Mmercenaria_contig_3245	70	80
Mmercenaria_contig_3246	227	119
Mmercenaria_contig_3247	130	158
Mmercenaria_contig_3248	87	43
Mmercenaria_contig_3249	638	619
Mmercenaria_contig_325	153	132
Mmercenaria_contig_3250	95	65
Mmercenaria_contig_3251	631	224
Mmercenaria_contig_3252	67	51
Mmercenaria_contig_3253	275	281
Mmercenaria_contig_3254	299	1
Mmercenaria_contig_3255	326	224
Mmercenaria_contig_3256	165	281
Mmercenaria_contig_3257	62	60
Mmercenaria_contig_3258	114	84
Mmercenaria_contig_3259	156	87
Mmercenaria_contig_326	50	79
Mmercenaria_contig_3260	80	63
Mmercenaria_contig_3261	9	29
Mmercenaria_contig_3262	52	46
Mmercenaria_contig_3263	191	126
Mmercenaria_contig_3264	53	139
Mmercenaria_contig_3265	50	45
Mmercenaria_contig_3266	145	206
Mmercenaria_contig_3267	154	160
Mmercenaria_contig_3268	101	112
Mmercenaria_contig_3269	123	106
Mmercenaria_contig_327	300	288
Mmercenaria_contig_3270	169	140
Mmercenaria_contig_3271	52	80
Mmercenaria_contig_3272	30	46
Mmercenaria_contig_3273	90	33
Mmercenaria_contig_3274	57	48
Mmercenaria_contig_3275	345	111
Mmercenaria_contig_3276	103	82
Mmercenaria_contig_3277	428	259
Mmercenaria_contig_3278	180	137
Mmercenaria_contig_3279	157	117
Mmercenaria_contig_328	272	172
Mmercenaria_contig_3280	235	249
Mmercenaria_contig_3281	122	81
Mmercenaria_contig_3282	48	63
Mmercenaria_contig_3283	77	59
Mmercenaria_contig_3284	90	74
Mmercenaria_contig_3285	178	71
Mmercenaria_contig_3286	50	25
Mmercenaria_contig_3287	46	47
Mmercenaria_contig_3288	53	81
Mmercenaria_contig_3289	738	452
Mmercenaria_contig_329	109	118
Mmercenaria_contig_3290	81	67
Mmercenaria_contig_3291	76	44
Mmercenaria_contig_3292	160	192
Mmercenaria_contig_3293	293	199
Mmercenaria_contig_3294	62	61
Mmercenaria_contig_3295	500	443
Mmercenaria_contig_3296	75	88
Mmercenaria_contig_3297	212	119
Mmercenaria_contig_3298	159	142
Mmercenaria_contig_3299	206	250
Mmercenaria_contig_33	72	52
Mmercenaria_contig_330	157	111
Mmercenaria_contig_3300	39	39
Mmercenaria_contig_3301	188	61
Mmercenaria_contig_3302	436	273
Mmercenaria_contig_3303	142	109
Mmercenaria_contig_3304	259	243
Mmercenaria_contig_3305	85	49
Mmercenaria_contig_3306	98	104
Mmercenaria_contig_3307	72	41
Mmercenaria_contig_3308	409	405
Mmercenaria_contig_3309	56	82
Mmercenaria_contig_331	134	72
Mmercenaria_contig_3310	108	66
Mmercenaria_contig_3311	238	106
Mmercenaria_contig_3312	63	73
Mmercenaria_contig_3313	176	91
Mmercenaria_contig_3314	257	209
Mmercenaria_contig_3315	54	79
Mmercenaria_contig_3316	137	95
Mmercenaria_contig_3317	58	86
Mmercenaria_contig_3318	80	97
Mmercenaria_contig_3319	25	24
Mmercenaria_contig_332	101	93
Mmercenaria_contig_3320	101	55
Mmercenaria_contig_3321	62	77
Mmercenaria_contig_3322	498	457
Mmercenaria_contig_3323	346	153
Mmercenaria_contig_3324	110	67
Mmercenaria_contig_3325	77	132
Mmercenaria_contig_3326	88	63
Mmercenaria_contig_3327	79	93
Mmercenaria_contig_3328	41	28
Mmercenaria_contig_3329	30	114
Mmercenaria_contig_333	115	106
Mmercenaria_contig_3330	157	206
Mmercenaria_contig_3331	77	80
Mmercenaria_contig_3332	86	74
Mmercenaria_contig_3333	126	91
Mmercenaria_contig_3334	1820	1342
Mmercenaria_contig_3335	264	55
Mmercenaria_contig_3336	143	158
Mmercenaria_contig_3337	301	312
Mmercenaria_contig_3338	86	80
Mmercenaria_contig_3339	351	201
Mmercenaria_contig_334	86	76
Mmercenaria_contig_3340	468	317
Mmercenaria_contig_3341	52	45
Mmercenaria_contig_3342	49	43
Mmercenaria_contig_3343	79	71
Mmercenaria_contig_3344	958	631
Mmercenaria_contig_3345	333	199
Mmercenaria_contig_3346	192	102
Mmercenaria_contig_3347	785	446
Mmercenaria_contig_3348	247	174
Mmercenaria_contig_3349	174	89
Mmercenaria_contig_335	125	117
Mmercenaria_contig_3350	262	138
Mmercenaria_contig_3351	55	51
Mmercenaria_contig_3352	198	143
Mmercenaria_contig_3353	112	103
Mmercenaria_contig_3354	310	384
Mmercenaria_contig_3355	37	28
Mmercenaria_contig_3356	94	76
Mmercenaria_contig_3357	23	70
Mmercenaria_contig_3358	78	57
Mmercenaria_contig_3359	78	108
Mmercenaria_contig_336	71	94
Mmercenaria_contig_3360	34	37
Mmercenaria_contig_3361	48	83
Mmercenaria_contig_3362	193	100
Mmercenaria_contig_3363	144	101
Mmercenaria_contig_3364	111	75
Mmercenaria_contig_3365	372	397
Mmercenaria_contig_3366	54	80
Mmercenaria_contig_3367	62	28
Mmercenaria_contig_3368	78	53
Mmercenaria_contig_3369	37	15
Mmercenaria_contig_337	115	75
Mmercenaria_contig_3370	330	197
Mmercenaria_contig_3371	43	41
Mmercenaria_contig_3372	94	126
Mmercenaria_contig_3373	367	332
Mmercenaria_contig_3374	1116	1074
Mmercenaria_contig_3375	49	78
Mmercenaria_contig_3376	98	100
Mmercenaria_contig_3377	385	311
Mmercenaria_contig_3378	25	46
Mmercenaria_contig_3379	116	72
Mmercenaria_contig_338	148	93
Mmercenaria_contig_3380	42	182
Mmercenaria_contig_3381	263	121
Mmercenaria_contig_3382	304	249
Mmercenaria_contig_3383	80	33
Mmercenaria_contig_3384	166	131
Mmercenaria_contig_3385	116	129
Mmercenaria_contig_3386	65	64
Mmercenaria_contig_3387	1161	370
Mmercenaria_contig_3388	2141	964
Mmercenaria_contig_3389	337	281
Mmercenaria_contig_339	51	44
Mmercenaria_contig_3390	105	105
Mmercenaria_contig_3391	136	88
Mmercenaria_contig_3392	51	104
Mmercenaria_contig_3393	77	66
Mmercenaria_contig_3394	144	107
Mmercenaria_contig_3395	78	84
Mmercenaria_contig_3396	114	64
Mmercenaria_contig_3397	112	69
Mmercenaria_contig_3398	112	140
Mmercenaria_contig_3399	218	182
Mmercenaria_contig_34	136	129
Mmercenaria_contig_340	103	157
Mmercenaria_contig_3400	99	68
Mmercenaria_contig_3401	213	158
Mmercenaria_contig_3402	293	172
Mmercenaria_contig_3403	137	104
Mmercenaria_contig_3404	401	178
Mmercenaria_contig_3405	139	113
Mmercenaria_contig_3406	55	56
Mmercenaria_contig_3407	184	101
Mmercenaria_contig_3408	142	188
Mmercenaria_contig_3409	3801	679
Mmercenaria_contig_341	126	86
Mmercenaria_contig_3410	300	168
Mmercenaria_contig_3411	116	66
Mmercenaria_contig_3412	226	134
Mmercenaria_contig_3413	176	102
Mmercenaria_contig_3414	184	174
Mmercenaria_contig_3415	46	30
Mmercenaria_contig_3416	45	141
Mmercenaria_contig_3417	145	102
Mmercenaria_contig_3418	46	10
Mmercenaria_contig_3419	158	103
Mmercenaria_contig_342	45	68
Mmercenaria_contig_3420	200	122
Mmercenaria_contig_3421	439	352
Mmercenaria_contig_3422	380	335
Mmercenaria_contig_3423	49	32
Mmercenaria_contig_3424	157	64
Mmercenaria_contig_3425	208	137
Mmercenaria_contig_3426	217	229
Mmercenaria_contig_3427	50	47
Mmercenaria_contig_3428	70	125
Mmercenaria_contig_3429	33	47
Mmercenaria_contig_343	175	124
Mmercenaria_contig_3430	146	68
Mmercenaria_contig_3431	221	208
Mmercenaria_contig_3432	69	63
Mmercenaria_contig_3433	170	119
Mmercenaria_contig_3434	498	436
Mmercenaria_contig_3435	63	49
Mmercenaria_contig_3436	187	211
Mmercenaria_contig_3437	304	168
Mmercenaria_contig_3438	118	78
Mmercenaria_contig_3439	601	157
Mmercenaria_contig_344	100	93
Mmercenaria_contig_3440	160	110
Mmercenaria_contig_3441	63	65
Mmercenaria_contig_3442	55	70
Mmercenaria_contig_3443	105	58
Mmercenaria_contig_3444	72	45
Mmercenaria_contig_3445	75	136
Mmercenaria_contig_3446	69	22
Mmercenaria_contig_3447	208	197
Mmercenaria_contig_3448	216	195
Mmercenaria_contig_3449	68	162
Mmercenaria_contig_345	236	119
Mmercenaria_contig_3450	1939	327
Mmercenaria_contig_3451	264	168
Mmercenaria_contig_3452	98	75
Mmercenaria_contig_3453	33	52
Mmercenaria_contig_3454	523	518
Mmercenaria_contig_3455	140	228
Mmercenaria_contig_3456	65	52
Mmercenaria_contig_3457	218	153
Mmercenaria_contig_3458	42	98
Mmercenaria_contig_3459	75	57
Mmercenaria_contig_346	108	117
Mmercenaria_contig_3460	101	179
Mmercenaria_contig_3461	24	38
Mmercenaria_contig_3462	169	182
Mmercenaria_contig_3463	164	116
Mmercenaria_contig_3464	107	149
Mmercenaria_contig_3465	70	47
Mmercenaria_contig_3466	53	49
Mmercenaria_contig_3467	328	147
Mmercenaria_contig_3468	38	36
Mmercenaria_contig_3469	66	63
Mmercenaria_contig_347	150	51
Mmercenaria_contig_3470	2374	1172
Mmercenaria_contig_3471	116	82
Mmercenaria_contig_3472	68	33
Mmercenaria_contig_3473	150	149
Mmercenaria_contig_3474	237	238
Mmercenaria_contig_3475	44	61
Mmercenaria_contig_3476	107	67
Mmercenaria_contig_3477	297	155
Mmercenaria_contig_3478	169	139
Mmercenaria_contig_3479	156	197
Mmercenaria_contig_348	105	101
Mmercenaria_contig_3480	48	82
Mmercenaria_contig_3481	115	112
Mmercenaria_contig_3482	234	142
Mmercenaria_contig_3483	53	36
Mmercenaria_contig_3484	44	29
Mmercenaria_contig_3485	107	94
Mmercenaria_contig_3486	273	299
Mmercenaria_contig_3487	102	127
Mmercenaria_contig_3488	116	102
Mmercenaria_contig_3489	98	135
Mmercenaria_contig_349	102	88
Mmercenaria_contig_3490	245	127
Mmercenaria_contig_3491	114	90
Mmercenaria_contig_3492	1324	1178
Mmercenaria_contig_3493	67	51
Mmercenaria_contig_3494	143	200
Mmercenaria_contig_3495	234	151
Mmercenaria_contig_3496	953	323
Mmercenaria_contig_3497	120	61
Mmercenaria_contig_3498	103	87
Mmercenaria_contig_3499	48	47
Mmercenaria_contig_35	155	153
Mmercenaria_contig_350	76	79
Mmercenaria_contig_3500	150	141
Mmercenaria_contig_3501	93	55
Mmercenaria_contig_3502	116	102
Mmercenaria_contig_3503	378	326
Mmercenaria_contig_3504	336	179
Mmercenaria_contig_3505	186	341
Mmercenaria_contig_3506	117	83
Mmercenaria_contig_3507	57	18
Mmercenaria_contig_3508	218	242
Mmercenaria_contig_3509	141	50
Mmercenaria_contig_351	64	48
Mmercenaria_contig_3510	282	194
Mmercenaria_contig_3511	123	479
Mmercenaria_contig_3512	194	169
Mmercenaria_contig_3513	872	508
Mmercenaria_contig_3514	316	238
Mmercenaria_contig_3515	527	361
Mmercenaria_contig_3516	197	194
Mmercenaria_contig_3517	121	70
Mmercenaria_contig_3518	396	131
Mmercenaria_contig_3519	100	67
Mmercenaria_contig_352	91	57
Mmercenaria_contig_3520	50	45
Mmercenaria_contig_3521	125	120
Mmercenaria_contig_3522	146	91
Mmercenaria_contig_3523	191	110
Mmercenaria_contig_3524	38	50
Mmercenaria_contig_3525	113	78
Mmercenaria_contig_3526	364	323
Mmercenaria_contig_3527	151	83
Mmercenaria_contig_3528	69	53
Mmercenaria_contig_3529	98	81
Mmercenaria_contig_353	63	52
Mmercenaria_contig_3530	186	98
Mmercenaria_contig_3531	175	176
Mmercenaria_contig_3532	217	178
Mmercenaria_contig_3533	50	42
Mmercenaria_contig_3534	317	199
Mmercenaria_contig_3535	432	288
Mmercenaria_contig_3536	52	62
Mmercenaria_contig_3537	177	115
Mmercenaria_contig_3538	526	403
Mmercenaria_contig_3539	113	85
Mmercenaria_contig_354	181	206
Mmercenaria_contig_3540	71	41
Mmercenaria_contig_3541	89	99
Mmercenaria_contig_3542	37	18
Mmercenaria_contig_3543	68	48
Mmercenaria_contig_3544	768	497
Mmercenaria_contig_3545	178	133
Mmercenaria_contig_3546	467	73
Mmercenaria_contig_3547	32	41
Mmercenaria_contig_3548	99	79
Mmercenaria_contig_3549	185	90
Mmercenaria_contig_355	151	138
Mmercenaria_contig_3550	185	177
Mmercenaria_contig_3551	60	36
Mmercenaria_contig_3552	100	83
Mmercenaria_contig_3553	119	98
Mmercenaria_contig_3554	133	141
Mmercenaria_contig_3555	200	86
Mmercenaria_contig_3556	187	103
Mmercenaria_contig_3557	185	184
Mmercenaria_contig_3558	172	50
Mmercenaria_contig_3559	150	115
Mmercenaria_contig_356	87	41
Mmercenaria_contig_3560	124	86
Mmercenaria_contig_3561	104	44
Mmercenaria_contig_3562	82	63
Mmercenaria_contig_3563	112	108
Mmercenaria_contig_3564	194	90
Mmercenaria_contig_3565	27	44
Mmercenaria_contig_3566	30	51
Mmercenaria_contig_3567	66	51
Mmercenaria_contig_3568	103	72
Mmercenaria_contig_3569	79	61
Mmercenaria_contig_357	766	111
Mmercenaria_contig_3570	38	19
Mmercenaria_contig_3571	98	81
Mmercenaria_contig_3572	196	128
Mmercenaria_contig_3573	69	38
Mmercenaria_contig_3574	71	46
Mmercenaria_contig_3575	108	111
Mmercenaria_contig_3576	51	29
Mmercenaria_contig_3577	78	57
Mmercenaria_contig_3578	94	77
Mmercenaria_contig_3579	178	154
Mmercenaria_contig_358	122	125
Mmercenaria_contig_3580	46	39
Mmercenaria_contig_3581	156	68
Mmercenaria_contig_3582	54	95
Mmercenaria_contig_3583	282	237
Mmercenaria_contig_3584	56	71
Mmercenaria_contig_3585	167	82
Mmercenaria_contig_3586	99	62
Mmercenaria_contig_3587	27	37
Mmercenaria_contig_3588	58	50
Mmercenaria_contig_3589	150	147
Mmercenaria_contig_359	100	117
Mmercenaria_contig_3590	71	39
Mmercenaria_contig_3591	220	92
Mmercenaria_contig_3592	225	150
Mmercenaria_contig_3593	250	97
Mmercenaria_contig_3594	128	104
Mmercenaria_contig_3595	756	366
Mmercenaria_contig_3596	293	102
Mmercenaria_contig_3597	144	124
Mmercenaria_contig_3598	143	137
Mmercenaria_contig_3599	128	89
Mmercenaria_contig_36	472	255
Mmercenaria_contig_360	201	132
Mmercenaria_contig_3600	107	71
Mmercenaria_contig_3601	232	92
Mmercenaria_contig_3602	178	199
Mmercenaria_contig_3603	89	62
Mmercenaria_contig_3604	171	98
Mmercenaria_contig_3605	399	264
Mmercenaria_contig_3606	230	157
Mmercenaria_contig_3607	180	100
Mmercenaria_contig_3608	228	75
Mmercenaria_contig_3609	77	60
Mmercenaria_contig_361	136	81
Mmercenaria_contig_3610	57	80
Mmercenaria_contig_3611	242	124
Mmercenaria_contig_3612	121	77
Mmercenaria_contig_3613	73	91
Mmercenaria_contig_3614	314	305
Mmercenaria_contig_3615	412	446
Mmercenaria_contig_3616	122	174
Mmercenaria_contig_3617	181	31
Mmercenaria_contig_3618	169	187
Mmercenaria_contig_3619	183	124
Mmercenaria_contig_362	146	109
Mmercenaria_contig_3620	234	52
Mmercenaria_contig_3621	137	69
Mmercenaria_contig_3622	156	82
Mmercenaria_contig_3623	54	16
Mmercenaria_contig_3624	265	144
Mmercenaria_contig_3625	76	62
Mmercenaria_contig_3626	130	76
Mmercenaria_contig_3627	27	23
Mmercenaria_contig_3628	77	64
Mmercenaria_contig_3629	64	20
Mmercenaria_contig_363	171	122
Mmercenaria_contig_3630	131	109
Mmercenaria_contig_3631	73	60
Mmercenaria_contig_3632	340	282
Mmercenaria_contig_3633	119	188
Mmercenaria_contig_3634	76	49
Mmercenaria_contig_3635	52	38
Mmercenaria_contig_3636	302	180
Mmercenaria_contig_3637	79	61
Mmercenaria_contig_3638	47	47
Mmercenaria_contig_3639	97	61
Mmercenaria_contig_364	75	112
Mmercenaria_contig_3640	257	90
Mmercenaria_contig_3641	594	403
Mmercenaria_contig_3642	56	43
Mmercenaria_contig_3643	495	584
Mmercenaria_contig_3644	367	198
Mmercenaria_contig_3645	109	83
Mmercenaria_contig_3646	87	95
Mmercenaria_contig_3647	51	47
Mmercenaria_contig_3648	60	42
Mmercenaria_contig_3649	40	38
Mmercenaria_contig_365	81	68
Mmercenaria_contig_3650	36	22
Mmercenaria_contig_3651	193	129
Mmercenaria_contig_3652	100	68
Mmercenaria_contig_3653	61	36
Mmercenaria_contig_3654	39	33
Mmercenaria_contig_3655	253	177
Mmercenaria_contig_3656	137	118
Mmercenaria_contig_3657	112	98
Mmercenaria_contig_3658	81	44
Mmercenaria_contig_3659	443	336
Mmercenaria_contig_366	226	166
Mmercenaria_contig_3660	33	16
Mmercenaria_contig_3661	4	196
Mmercenaria_contig_3662	744	233
Mmercenaria_contig_3663	317	97
Mmercenaria_contig_3664	21	37
Mmercenaria_contig_3665	26	45
Mmercenaria_contig_3666	134	440
Mmercenaria_contig_3667	79	65
Mmercenaria_contig_3668	86	45
Mmercenaria_contig_3669	61	89
Mmercenaria_contig_367	92	88
Mmercenaria_contig_3670	301	241
Mmercenaria_contig_3671	63	102
Mmercenaria_contig_3672	178	111
Mmercenaria_contig_3673	57	42
Mmercenaria_contig_3674	146	134
Mmercenaria_contig_3675	35	30
Mmercenaria_contig_3676	12	31
