Contig	Lean 	Siscowet 
Snamaycush_0989	0	1
Snamaycush_0990	7	10
Snamaycush_0991	0	0
Snamaycush_0992	8	10
Snamaycush_0993	5	2
Snamaycush_0994	1	0
Snamaycush_0995	868	586
Snamaycush_0996	0	0
Snamaycush_0997	9	5
Snamaycush_0998	2	2
Snamaycush_0999	572	388
Snamaycush_1000	745	651
Snamaycush_1001	2	0
Snamaycush_1002	5	6
Snamaycush_1003	1	0
Snamaycush_1004	0	0
Snamaycush_1005	2	2
Snamaycush_1006	101	76
Snamaycush_1007	0	0
Snamaycush_1008	5	2
Snamaycush_1009	12	9
Snamaycush_1010	0	0
Snamaycush_1011	0	0
Snamaycush_1012	0	0
Snamaycush_1013	0	0
Snamaycush_1014	4120	4616
Snamaycush_1015	8	6
Snamaycush_1016	6	10
Snamaycush_1017	20	23
Snamaycush_1018	20	16
Snamaycush_1019	12	5
Snamaycush_1020	6	1
Snamaycush_1021	23	42
Snamaycush_1022	2	1
Snamaycush_1023	35	31
Snamaycush_1024	13	12
Snamaycush_1025	2	3
Snamaycush_1026	15	6
Snamaycush_1027	19	15
Snamaycush_1028	1	5
Snamaycush_1029	9	4
Snamaycush_1030	22	12
Snamaycush_1031	14	7
Snamaycush_1032	33	24
Snamaycush_1033	44	27
Snamaycush_1034	0	0
Snamaycush_1035	1	0
Snamaycush_1036	44	34
Snamaycush_1037	17	19
Snamaycush_1038	2	1
Snamaycush_1039	12	6
Snamaycush_1040	1	4
Snamaycush_1041	4	2
Snamaycush_1042	5	8
Snamaycush_1043	3	3
Snamaycush_1044	1	0
Snamaycush_1045	0	0
Snamaycush_1046	3	1
Snamaycush_1047	2	4
Snamaycush_1048	10	15
Snamaycush_1049	1	2
Snamaycush_1050	3	4
Snamaycush_1051	4	4
Snamaycush_1052	37	44
Snamaycush_1053	6	11
Snamaycush_1054	0	0
Snamaycush_1055	8	11
Snamaycush_1056	5	12
Snamaycush_1057	70	36
Snamaycush_1058	0	0
Snamaycush_1059	27	40
Snamaycush_1060	0	1
Snamaycush_1061	34	35
Snamaycush_1062	3	7
Snamaycush_1063	5	2
Snamaycush_1064	2	1
Snamaycush_1065	2519	2036
Snamaycush_1066	7	4
Snamaycush_1067	3	0
Snamaycush_1068	3	1
Snamaycush_1069	1	2
Snamaycush_1070	0	0
Snamaycush_1071	13	10
Snamaycush_1072	1	1
Snamaycush_1073	2	2
Snamaycush_1074	43	23
Snamaycush_1075	19	17
Snamaycush_1076	4	9
Snamaycush_1077	81	33
Snamaycush_1078	0	0
Snamaycush_1079	18	23
Snamaycush_1080	2	1
Snamaycush_1081	18	12
Snamaycush_1082	77	70
Snamaycush_1083	4	10
Snamaycush_1084	19	10
Snamaycush_1085	0	0
Snamaycush_1086	18	18
Snamaycush_1087	14	12
Snamaycush_1088	16	5
Snamaycush_1089	1	0
Snamaycush_1090	10	13
Snamaycush_1091	36	25
Snamaycush_1092	9	6
Snamaycush_1093	1	1
Snamaycush_1094	3	0
Snamaycush_1095	4	3
Snamaycush_1096	17	8
Snamaycush_1097	233	142
Snamaycush_1098	32	26
Snamaycush_1099	13	15
Snamaycush_1100	217	169
Snamaycush_1101	9	5
Snamaycush_1102	0	0
Snamaycush_1103	5	6
Snamaycush_1104	90	62
Snamaycush_1105	29	31
Snamaycush_1106	2	1
Snamaycush_1107	16	20
Snamaycush_1108	17	32
Snamaycush_1109	47	44
Snamaycush_1110	4	19
Snamaycush_1111	0	2
Snamaycush_1112	96	88
Snamaycush_1113	2	1
Snamaycush_1114	1	0
Snamaycush_1115	0	1
Snamaycush_1116	342	414
Snamaycush_1117	5	2
Snamaycush_1118	103	65
Snamaycush_1119	0	0
Snamaycush_1120	23	25
Snamaycush_1121	12	14
Snamaycush_1122	20	15
Snamaycush_1123	12	14
Snamaycush_1124	7	1
Snamaycush_1125	1	1
Snamaycush_1126	11	14
Snamaycush_1127	0	4
Snamaycush_1128	1	1
Snamaycush_1129	0	0
Snamaycush_1130	1	0
Snamaycush_1131	7	9
Snamaycush_1132	16	28
Snamaycush_1133	1	6
Snamaycush_1134	1	3
Snamaycush_1135	10	6
Snamaycush_1136	26	14
Snamaycush_1137	181	152
Snamaycush_1138	2	8
Snamaycush_1139	49	38
Snamaycush_1140	13	19
Snamaycush_1141	186	177
Snamaycush_1142	3	6
Snamaycush_1143	11	24
Snamaycush_1144	94	79
Snamaycush_1145	138	88
Snamaycush_1146	824	569
Snamaycush_1147	964	732
Snamaycush_1148	12	19
Snamaycush_1149	174	143
Snamaycush_1150	833	360
Snamaycush_1151	620	459
Snamaycush_1152	1	1
Snamaycush_1153	29	26
Snamaycush_1154	98	62
Snamaycush_1155	45	43
Snamaycush_1156	30	27
Snamaycush_1157	2	3
Snamaycush_1158	106	80
Snamaycush_1159	5	12
Snamaycush_1160	102	85
Snamaycush_1161	3	6
Snamaycush_1162	17	9
Snamaycush_1163	75	53
Snamaycush_1164	4	1
Snamaycush_1165	12	4
Snamaycush_1166	35	21
Snamaycush_1167	98	89
Snamaycush_1168	102	68
Snamaycush_1169	14	22
Snamaycush_1170	37	33
Snamaycush_1171	2175	1563
Snamaycush_1172	826	564
Snamaycush_1173	108	65
Snamaycush_1174	3	8
Snamaycush_1175	49	33
Snamaycush_1176	66	63
Snamaycush_1177	13	14
Snamaycush_1178	48	47
Snamaycush_1179	36	41
Snamaycush_1180	0	0
Snamaycush_1181	5	1
Snamaycush_1182	1183	945
Snamaycush_1183	38	31
Snamaycush_1184	72	65
Snamaycush_1185	27	17
Snamaycush_1186	336	230
Snamaycush_1187	839	687
Snamaycush_1188	2	7
Snamaycush_1189	15	26
Snamaycush_1190	8	6
Snamaycush_1191	43	39
Snamaycush_1192	81	81
Snamaycush_1193	2901	2739
Snamaycush_1194	396	309
Snamaycush_1195	59	53
Snamaycush_1196	218	154
Snamaycush_1197	86	73
Snamaycush_1198	2	2
Snamaycush_1199	90	69
Snamaycush_1200	289	217
Snamaycush_1201	1	3
Snamaycush_1202	133	100
Snamaycush_1203	80	52
Snamaycush_1204	18	16
Snamaycush_1205	46	52
Snamaycush_1206	274	215
Snamaycush_1207	276	216
Snamaycush_1208	196	124
Snamaycush_1209	325	215
Snamaycush_1210	61	64
Snamaycush_1211	3	6
Snamaycush_1212	19	15
Snamaycush_1213	16	12
Snamaycush_1214	16	1
Snamaycush_1215	129	108
Snamaycush_1216	818	701
Snamaycush_1217	1	0
Snamaycush_1218	3	1
Snamaycush_1219	3	13
Snamaycush_1220	26	15
Snamaycush_1221	23	34
Snamaycush_1222	1	1
Snamaycush_1223	47	57
Snamaycush_1224	0	0
Snamaycush_1225	13	12
Snamaycush_1226	107	73
Snamaycush_1227	29	22
Snamaycush_1228	57	52
Snamaycush_1229	3	1
Snamaycush_1230	13	12
Snamaycush_1231	51	1276
Snamaycush_1232	219	140
Snamaycush_1233	311	208
Snamaycush_1234	193	211
Snamaycush_1235	149	106
Snamaycush_1236	61	42
Snamaycush_1237	45	50
Snamaycush_1238	32426	22529
Snamaycush_1239	45	24
Snamaycush_1240	31	25
Snamaycush_1241	25	8
Snamaycush_1242	835	587
Snamaycush_1243	17	22
Snamaycush_1244	436	308
Snamaycush_1245	12	5
Snamaycush_1246	23	31
Snamaycush_1247	0	2
Snamaycush_1248	1	0
Snamaycush_1249	8	5
Snamaycush_1250	26	33
Snamaycush_1251	9	5
Snamaycush_1252	14	13
Snamaycush_1253	152291	98047
Snamaycush_1254	0	0
Snamaycush_1255	0	1
Snamaycush_1256	134878	108533
Snamaycush_1257	133	115
Snamaycush_1258	9	15
Snamaycush_1259	362	349
Snamaycush_1260	36	34
Snamaycush_1261	13	9
Snamaycush_1262	1	0
Snamaycush_1263	111	87
Snamaycush_1264	366	268
Snamaycush_1265	10	9
Snamaycush_1266	6	2
Snamaycush_1267	343	228
Snamaycush_1268	16	12
Snamaycush_1269	116	66
Snamaycush_1270	14	14
Snamaycush_1271	42	29
Snamaycush_1272	21	7
Snamaycush_1273	25	23
Snamaycush_1274	50	38
Snamaycush_1275	5	6
Snamaycush_1276	373	364
Snamaycush_1277	2	2
Snamaycush_1278	14	16
Snamaycush_1279	188	176
Snamaycush_1280	13	5
Snamaycush_1281	118	71
Snamaycush_1282	1	1
Snamaycush_1283	433	336
Snamaycush_1284	72	44
Snamaycush_1285	106	74
Snamaycush_1286	92	77
Snamaycush_1287	43	58
Snamaycush_1288	45	51
Snamaycush_1289	412	275
Snamaycush_1290	99	112
Snamaycush_1291	6	8
Snamaycush_1292	31	21
Snamaycush_1293	469	369
Snamaycush_1294	4	7
Snamaycush_1295	239	171
Snamaycush_1296	314	304
Snamaycush_1297	2194	1458
Snamaycush_1298	109	109
Snamaycush_1299	110	92
Snamaycush_1300	195	146
Snamaycush_1301	275	274
Snamaycush_1302	5	3
Snamaycush_1303	20	17
Snamaycush_1304	64	50
Snamaycush_1305	154	141
Snamaycush_1306	128	139
Snamaycush_1307	115	87
Snamaycush_1308	17	23
Snamaycush_1309	467	413
Snamaycush_1310	28	22
Snamaycush_1311	68	63
Snamaycush_1312	5	7
Snamaycush_1313	55	48
Snamaycush_1314	53	36
Snamaycush_1315	36	36
Snamaycush_1316	6	5
Snamaycush_1317	15	15
Snamaycush_1318	2	3
Snamaycush_1319	1558	1617
Snamaycush_1320	33	24
Snamaycush_1321	2	3
Snamaycush_1322	71	38
Snamaycush_1323	2	1
Snamaycush_1324	225	208
Snamaycush_1325	1	1
Snamaycush_1326	146	131
Snamaycush_1327	15	22
Snamaycush_1328	62	46
Snamaycush_1329	15	14
Snamaycush_1330	103	67
Snamaycush_1331	19	24
Snamaycush_1332	25	15
Snamaycush_1333	29	24
Snamaycush_1334	1	1
Snamaycush_1335	141	132
Snamaycush_1336	23	28
Snamaycush_1337	199	176
Snamaycush_1338	5	11
Snamaycush_1339	1	1
Snamaycush_1340	21	31
Snamaycush_1341	0	1
Snamaycush_1342	6	2
Snamaycush_1343	2	0
Snamaycush_1344	62	53
Snamaycush_1345	5	7
Snamaycush_1346	0	0
Snamaycush_1347	34	21
Snamaycush_1348	2432	2024
Snamaycush_1349	33	26
Snamaycush_1350	14	15
Snamaycush_1351	19	12
Snamaycush_1352	4	3
Snamaycush_1353	17	11
Snamaycush_1354	464	390
Snamaycush_1355	52	53
Snamaycush_1356	8	9
Snamaycush_1357	52	50
Snamaycush_1358	0	2
Snamaycush_1359	52	38
Snamaycush_1360	11	8
Snamaycush_1361	608	565
Snamaycush_1362	11	8
Snamaycush_1363	146	155
Snamaycush_1364	594	468
Snamaycush_1365	320	247
Snamaycush_1366	2	0
Snamaycush_1367	0	2
Snamaycush_1368	2643	2093
Snamaycush_1369	12	9
Snamaycush_1370	1443	1717
Snamaycush_1371	0	4
Snamaycush_1372	0	1
Snamaycush_1373	18	11
Snamaycush_1374	5	5
Snamaycush_1375	75	79
Snamaycush_1376	10	14
Snamaycush_1377	41	40
Snamaycush_1378	0	0
Snamaycush_1379	31	10
Snamaycush_1380	13	10
Snamaycush_1381	8	5
Snamaycush_1382	23	13
Snamaycush_1383	2	2
Snamaycush_1384	55	49
Snamaycush_1385	0	0
Snamaycush_1386	474	301
Snamaycush_1387	27	20
Snamaycush_1388	297	242
Snamaycush_1389	124	102
Snamaycush_1390	486	345
Snamaycush_1391	29	35
Snamaycush_1392	16	17
Snamaycush_1393	6	9
Snamaycush_1394	0	2
Snamaycush_1395	58	38
Snamaycush_1396	6	2
Snamaycush_1397	29	16
Snamaycush_1398	40	47
Snamaycush_1399	2	2
Snamaycush_1400	29	24
Snamaycush_1401	4	2
Snamaycush_1402	10	8
Snamaycush_1403	14	8
Snamaycush_1404	2	0
Snamaycush_1405	12	41
Snamaycush_1406	31	25
Snamaycush_1407	4	8
Snamaycush_1408	44	41
Snamaycush_1409	0	1
Snamaycush_1410	5	5
Snamaycush_1411	97	47
Snamaycush_1412	302	195
Snamaycush_1413	127	96
Snamaycush_1414	32	42
Snamaycush_1415	14	4
Snamaycush_1416	0	0
Snamaycush_1417	653	526
Snamaycush_1418	464	349
Snamaycush_1419	221	150
Snamaycush_1420	430	367
Snamaycush_1421	46	49
Snamaycush_1422	29	22
Snamaycush_1423	0	0
Snamaycush_1424	16	14
Snamaycush_1425	25	12
Snamaycush_1426	852	608
Snamaycush_1427	57	24
Snamaycush_1428	1998	1848
Snamaycush_1429	57	35
Snamaycush_1430	71	47
Snamaycush_1431	6	0
Snamaycush_1432	450	419
Snamaycush_1433	18	17
Snamaycush_1434	10	7
Snamaycush_1435	861	586
Snamaycush_1436	0	1
Snamaycush_1437	57	45
Snamaycush_1438	3	13
Snamaycush_1439	5	5
Snamaycush_1440	78	88
Snamaycush_1441	45	41
Snamaycush_1442	17	20
Snamaycush_1443	29	27
Snamaycush_1444	18	19
Snamaycush_1445	26	19
Snamaycush_1446	197	182
Snamaycush_1447	1	2
Snamaycush_1448	1	2
Snamaycush_1449	20	13
Snamaycush_1450	0	1
Snamaycush_1451	269	242
Snamaycush_1452	132	122
Snamaycush_1453	42	24
Snamaycush_1454	2	3
Snamaycush_1455	0	0
Snamaycush_1456	439	279
Snamaycush_1457	16	16
Snamaycush_1458	127	112
Snamaycush_1459	223	155
Snamaycush_1460	1	0
Snamaycush_1461	9	7
Snamaycush_1462	3	4
Snamaycush_1463	13	10
Snamaycush_1464	17	18
Snamaycush_1465	8	6
Snamaycush_1466	794	544
Snamaycush_1467	3	5
Snamaycush_1468	0	0
Snamaycush_1469	22	23
Snamaycush_1470	0	0
Snamaycush_1471	238	151
Snamaycush_1472	1	0
Snamaycush_1473	3	7
Snamaycush_1474	656	526
Snamaycush_1475	73	50
Snamaycush_1476	190	163
Snamaycush_1477	8	14
Snamaycush_1478	19	20
Snamaycush_1479	55	27
Snamaycush_1480	241	350
Snamaycush_1481	8	8
Snamaycush_1482	130	96
Snamaycush_1483	2	0
Snamaycush_1484	146	118
Snamaycush_1485	17	20
Snamaycush_1486	22	10
Snamaycush_1487	47	43
Snamaycush_1488	54	48
Snamaycush_1489	93	95
Snamaycush_1490	10	5
Snamaycush_1491	17	5
Snamaycush_1492	7	143
Snamaycush_1493	25	29
Snamaycush_1494	26	19
Snamaycush_1495	7	13
Snamaycush_1496	87	72
Snamaycush_1497	324	249
Snamaycush_1498	16	11
Snamaycush_1499	25	36
Snamaycush_1500	16	56
Snamaycush_1501	13	9
Snamaycush_1502	79	39
Snamaycush_1503	5	9
Snamaycush_1504	25	27
Snamaycush_1505	51	43
Snamaycush_1506	1827	1476
Snamaycush_1507	10	13
Snamaycush_1508	258	212
Snamaycush_1509	80	98
Snamaycush_1510	1	0
Snamaycush_1511	0	0
Snamaycush_1512	28	35
Snamaycush_1513	13	5
Snamaycush_1514	27	25
Snamaycush_1515	60	90
Snamaycush_1516	10	7
Snamaycush_1517	11	11
Snamaycush_1518	14	19
Snamaycush_1519	152	103
Snamaycush_1520	28	15
Snamaycush_1521	12	72
Snamaycush_1522	13	16
Snamaycush_1523	44	41
Snamaycush_1524	6	5
Snamaycush_1525	158	110
Snamaycush_1526	22	20
Snamaycush_1527	11	10
Snamaycush_1528	8969	6516
Snamaycush_1529	168	162
Snamaycush_1530	49	33
Snamaycush_1531	3	1
Snamaycush_1532	66	66
Snamaycush_1533	109	110
Snamaycush_1534	20399	15583
Snamaycush_1535	1	2
Snamaycush_1536	4	5
Snamaycush_1537	65	52
Snamaycush_1538	180	132
Snamaycush_1539	74	48
Snamaycush_1540	7	13
Snamaycush_1541	14	11
Snamaycush_1542	2	6
Snamaycush_1543	78	61
Snamaycush_1544	39	36
Snamaycush_1545	10	4
Snamaycush_1546	47	61
Snamaycush_1547	2	0
Snamaycush_1548	5	6
Snamaycush_1549	143	137
Snamaycush_1550	3	3
Snamaycush_1551	233	157
Snamaycush_1552	28	15
Snamaycush_1553	27	21
Snamaycush_1554	31	38
Snamaycush_1555	20	11
Snamaycush_1556	5	2
Snamaycush_1557	289	275
Snamaycush_1558	2524	1790
Snamaycush_1559	9	4
Snamaycush_1560	0	0
Snamaycush_1561	1088	851
Snamaycush_1562	19	11
Snamaycush_1563	331	302
Snamaycush_1564	2	1
Snamaycush_1565	79	91
Snamaycush_1566	245	132
Snamaycush_1567	0	1
Snamaycush_1568	0	0
Snamaycush_1569	6179	4863
Snamaycush_1570	910	808
Snamaycush_1571	12	16
Snamaycush_1572	16	20
Snamaycush_1573	25	9
Snamaycush_1574	40	31
Snamaycush_1575	4	2
Snamaycush_1576	0	1
Snamaycush_1577	0	1
Snamaycush_1578	59	51
Snamaycush_1579	337	226
Snamaycush_1580	37	29
Snamaycush_1581	2	1
Snamaycush_1582	246	144
Snamaycush_1583	12	7
Snamaycush_1584	1	1
Snamaycush_1585	1	0
Snamaycush_1586	11	14
Snamaycush_1587	115	97
Snamaycush_1588	1	0
Snamaycush_1589	9	5
Snamaycush_1590	0	3
Snamaycush_1591	66	38
Snamaycush_1592	58	42
Snamaycush_1593	98	83
Snamaycush_1594	16188	15465
Snamaycush_1595	1	0
Snamaycush_1596	0	3
Snamaycush_1597	17	27
Snamaycush_1598	329	280
Snamaycush_1599	40	22
Snamaycush_1600	20	23
Snamaycush_1601	5	2
Snamaycush_1602	0	1
Snamaycush_1603	34	44
Snamaycush_1604	31	13
Snamaycush_1605	0	0
Snamaycush_1606	5	6
Snamaycush_1607	9	17
Snamaycush_1608	503	462
Snamaycush_1609	53	39
Snamaycush_1610	40	52
Snamaycush_1611	114	92
Snamaycush_1612	144	166
Snamaycush_1613	303	192
Snamaycush_1614	17	5
Snamaycush_1615	18	11
Snamaycush_1616	0	0
Snamaycush_1617	5	6
Snamaycush_1618	71	60
Snamaycush_1619	12	6
Snamaycush_1620	269	232
Snamaycush_1621	23	9
Snamaycush_1622	5044	3300
Snamaycush_1623	7661	4815
Snamaycush_1624	218	224
Snamaycush_1625	242	233
Snamaycush_1626	5	7
Snamaycush_1627	136	157
Snamaycush_1628	18	4
Snamaycush_1629	108	75
Snamaycush_1630	182	133
Snamaycush_1631	20	7
Snamaycush_1632	8	7
Snamaycush_1633	133	106
Snamaycush_1634	152	110
Snamaycush_1635	3	5
Snamaycush_1636	123	112
Snamaycush_1637	7253	5448
Snamaycush_1638	0	0
Snamaycush_1639	138	91
Snamaycush_1640	9	2
Snamaycush_1641	0	2
Snamaycush_1642	121	81
Snamaycush_1643	0	1
Snamaycush_1644	488	389
Snamaycush_1645	50	57
Snamaycush_1646	40	34
Snamaycush_1647	1222	933
Snamaycush_1648	88	73
Snamaycush_1649	79	53
Snamaycush_1650	29051	20721
Snamaycush_1651	182	111
Snamaycush_1652	181	187
Snamaycush_1653	155	147
Snamaycush_1654	14	13
Snamaycush_1655	2229	1351
Snamaycush_1656	19	13
Snamaycush_1657	117	131
Snamaycush_1658	11	4
Snamaycush_1659	3	0
Snamaycush_1660	130	55
Snamaycush_1661	69	81
Snamaycush_1662	85	60
Snamaycush_1663	10	3
Snamaycush_1664	161	131
Snamaycush_1665	478	360
Snamaycush_1666	84	62
Snamaycush_1667	100	98
Snamaycush_1668	6	11
Snamaycush_1669	151	112
Snamaycush_1670	91	65
Snamaycush_1671	65	82
Snamaycush_1672	1	2
Snamaycush_1673	24	26
Snamaycush_1674	4	3
Snamaycush_1675	209	176
Snamaycush_1676	13	8
Snamaycush_1677	25	22
Snamaycush_1678	784	682
Snamaycush_1679	8	5
Snamaycush_1680	41	29
Snamaycush_1681	5	7
Snamaycush_1682	16	22
Snamaycush_1683	43	53
Snamaycush_1684	33	30
Snamaycush_1685	22	15
Snamaycush_1686	234	170
Snamaycush_1687	145	111
Snamaycush_1688	2	2
Snamaycush_1689	0	0
Snamaycush_1690	3	4
Snamaycush_1691	5	3
Snamaycush_1692	259	205
Snamaycush_1693	24256	24335
Snamaycush_1694	273	171
Snamaycush_1695	0	0
Snamaycush_1696	1690	1241
Snamaycush_1697	46	29
Snamaycush_1698	103	74
Snamaycush_1699	39	37
Snamaycush_1700	6	2
Snamaycush_1701	27	12
Snamaycush_1702	2	1
Snamaycush_1703	9	10
Snamaycush_1704	59	48
Snamaycush_1705	9	8
Snamaycush_1706	343	158
Snamaycush_1707	61	44
Snamaycush_1708	2	0
Snamaycush_1709	15	18
Snamaycush_1710	15	16
Snamaycush_1711	7	10
Snamaycush_1712	5512	3937
Snamaycush_1713	2208	2007
Snamaycush_1714	513	348
Snamaycush_1715	6	14
Snamaycush_1716	4	4
Snamaycush_1717	2	7
Snamaycush_1718	945	681
Snamaycush_1719	5	7
Snamaycush_1720	19	12
Snamaycush_1721	9	11
Snamaycush_1722	13	8
Snamaycush_1723	8	5
Snamaycush_1724	357	341
Snamaycush_1725	73	48
Snamaycush_1726	0	1
Snamaycush_1727	718	456
Snamaycush_1728	67	51
Snamaycush_1729	243	188
Snamaycush_1730	339	315
Snamaycush_1731	150	97
Snamaycush_1732	10	13
Snamaycush_1733	9	13
Snamaycush_1734	164	130
Snamaycush_1735	2431	1851
Snamaycush_1736	43	35
Snamaycush_1737	34	24
Snamaycush_1738	4	4
Snamaycush_1739	231	217
Snamaycush_1740	0	1
Snamaycush_1741	4	2
Snamaycush_1742	6265	6217
Snamaycush_1743	54	33
Snamaycush_1744	1	2
Snamaycush_1745	40	33
Snamaycush_1746	0	0
Snamaycush_1747	161	159
Snamaycush_1748	86	60
Snamaycush_1749	106	87
Snamaycush_1750	131	102
Snamaycush_1751	48	44
Snamaycush_1752	116	72
Snamaycush_1753	239	198
Snamaycush_1754	208	140
Snamaycush_1755	2018	1473
Snamaycush_1756	0	0
Snamaycush_1757	346	330
Snamaycush_1758	28	27
Snamaycush_1759	426	259
Snamaycush_1760	429	370
Snamaycush_1761	93	72
Snamaycush_1762	143	111
Snamaycush_1763	243	106
Snamaycush_1764	0	1
Snamaycush_1765	24	17
Snamaycush_1766	24	16
Snamaycush_1767	29	19
Snamaycush_1768	6	5
Snamaycush_1769	1	1
Snamaycush_1770	23	12
Snamaycush_1771	23	20
Snamaycush_1772	26	34
Snamaycush_1773	5	5
Snamaycush_1774	2	2
Snamaycush_1775	50	63
Snamaycush_1776	6	5
Snamaycush_1777	2	0
Snamaycush_1778	28	30
Snamaycush_1779	62	78
Snamaycush_1780	36	24
Snamaycush_1781	90	84
Snamaycush_1782	152	87
Snamaycush_1783	22	19
Snamaycush_1784	23	8
Snamaycush_1785	20	12
Snamaycush_1786	220	136
Snamaycush_1787	127	88
Snamaycush_1788	27	23
Snamaycush_1789	2	0
Snamaycush_1790	4	8
Snamaycush_1791	0	0
Snamaycush_1792	61	34
Snamaycush_1793	86	78
Snamaycush_1794	77	69
Snamaycush_1795	150	129
Snamaycush_1796	105	90
Snamaycush_1797	20	17
Snamaycush_1798	23	21
Snamaycush_1799	5	8
Snamaycush_1800	123	110
Snamaycush_1801	22	16
Snamaycush_1802	5	6
Snamaycush_1803	14	18
Snamaycush_1804	0	0
Snamaycush_1805	3	2
Snamaycush_1806	75	92
Snamaycush_1807	32	17
Snamaycush_1808	61	41
Snamaycush_1809	3	0
Snamaycush_1810	0	0
Snamaycush_1811	1	1
Snamaycush_1812	2	2
Snamaycush_1813	0	1
Snamaycush_1814	8	1
Snamaycush_1815	36	38
Snamaycush_1816	0	0
Snamaycush_1817	17	17
Snamaycush_1818	2	3
Snamaycush_1819	78	97
Snamaycush_1820	5	8
Snamaycush_1821	1	1
Snamaycush_1822	1308	1158
Snamaycush_1823	32	20
Snamaycush_1824	57	41
Snamaycush_1825	55	25
Snamaycush_1826	16	10
Snamaycush_1827	1	3
Snamaycush_1828	19	12
Snamaycush_1829	12	9
Snamaycush_1830	16	13
Snamaycush_1831	4	8
Snamaycush_1832	6	3
Snamaycush_1833	0	0
Snamaycush_1834	26	17
Snamaycush_1835	24	18
Snamaycush_1836	3	2
Snamaycush_1837	25	19
Snamaycush_1838	25	20
Snamaycush_1839	0	0
Snamaycush_1840	13	11
Snamaycush_1841	0	1
Snamaycush_1842	21	10
Snamaycush_1843	5	8
Snamaycush_1844	45	32
Snamaycush_1845	32	25
Snamaycush_1846	7	4
Snamaycush_1847	8	5
Snamaycush_1848	11	9
Snamaycush_1849	53	33
Snamaycush_1850	0	2
Snamaycush_1851	3	9
Snamaycush_1852	188	189
Snamaycush_1853	29	35
Snamaycush_1854	1	0
Snamaycush_1855	5	2
Snamaycush_1856	13	6
Snamaycush_1857	0	0
Snamaycush_1858	122	100
Snamaycush_1859	29	25
Snamaycush_1860	23	27
Snamaycush_1861	28	30
Snamaycush_1862	6	6
Snamaycush_1863	19	27
Snamaycush_1864	0	0
Snamaycush_1865	150	128
Snamaycush_1866	525	411
Snamaycush_1867	122	94
Snamaycush_1868	55	41
Snamaycush_1869	11	8
Snamaycush_1870	42	43
Snamaycush_1871	45	31
Snamaycush_1872	26	18
Snamaycush_1873	92	52
Snamaycush_1874	254	154
Snamaycush_1875	25	21
Snamaycush_1876	39	26
Snamaycush_1877	3	1
Snamaycush_1878	15	10
Snamaycush_1879	8	11
Snamaycush_1880	23	16
Snamaycush_1881	35	18
Snamaycush_1882	2	0
Snamaycush_1883	7	2
Snamaycush_1884	94	84
Snamaycush_1885	91	67
Snamaycush_1886	53	54
Snamaycush_1887	4	4
Snamaycush_1888	17	15
Snamaycush_1889	4	3
Snamaycush_1890	57	43
Snamaycush_1891	31	36
Snamaycush_1892	89	65
Snamaycush_1893	15	15
Snamaycush_1894	13	17
Snamaycush_1895	104	132
Snamaycush_1896	32	24
Snamaycush_1897	7	3
Snamaycush_1898	1	3
Snamaycush_1899	32	19
Snamaycush_1900	39	34
Snamaycush_1901	1158	1308
Snamaycush_1902	4	7
Snamaycush_1903	15	12
Snamaycush_1904	0	0
Snamaycush_1905	0	0
Snamaycush_1906	1	1
Snamaycush_1907	21	11
Snamaycush_1908	0	3
Snamaycush_1909	48	27
Snamaycush_1910	37	22
Snamaycush_1911	14	11
Snamaycush_1912	32	25
Snamaycush_1913	17	12
Snamaycush_1914	22	13
Snamaycush_1915	1	1
Snamaycush_1916	9	18
Snamaycush_1917	3	2
Snamaycush_1918	0	1
Snamaycush_1919	37	30
Snamaycush_1920	86	62
Snamaycush_1921	6	9
Snamaycush_1922	14	20
Snamaycush_1923	11	16
Snamaycush_1924	3	8
Snamaycush_1925	3	6
Snamaycush_1926	4	4
Snamaycush_1927	37	24
Snamaycush_1928	15	13
Snamaycush_1929	1	4
Snamaycush_1930	13	26
Snamaycush_1931	39	36
Snamaycush_1932	254	186
Snamaycush_1933	710	497
Snamaycush_1934	254	216
Snamaycush_1935	1	14
Snamaycush_1936	5	3
Snamaycush_1937	1	0
Snamaycush_1938	11	12
Snamaycush_1939	74	56
Snamaycush_1940	18	24
Snamaycush_1941	4	6
Snamaycush_1942	49	33
Snamaycush_1943	43	20
Snamaycush_1944	15	10
Snamaycush_1945	49	40
Snamaycush_1946	18	16
Snamaycush_1947	6	11
Snamaycush_1948	562	396
Snamaycush_1949	1	1
Snamaycush_1950	1	1
Snamaycush_1951	0	2
Snamaycush_1952	3	3
Snamaycush_1953	3	7
Snamaycush_1954	2025	1543
Snamaycush_1955	11	11
Snamaycush_1956	9	4
Snamaycush_1957	30	23
Snamaycush_1958	19	30
Snamaycush_1959	0	0
Snamaycush_1960	42	49
Snamaycush_1961	17	15
Snamaycush_1962	3	6
Snamaycush_1963	0	2
Snamaycush_1964	5	6
Snamaycush_1965	3	8
Snamaycush_1966	8	4
Snamaycush_1967	7	16
Snamaycush_1968	1	1
Snamaycush_1969	24	36
Snamaycush_1970	10	9
Snamaycush_1971	0	2
Snamaycush_1972	15	12
Snamaycush_1973	2	8
Snamaycush_1974	10	6
Snamaycush_1975	0	0
Snamaycush_1976	401	355
Snamaycush_1977	42	35
Snamaycush_1978	25	16
Snamaycush_1979	3	4
Snamaycush_1980	1	0
Snamaycush_1981	1	4
