"id"	"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
"QPX_contig_1"	2454.89701525126	2368.12515639394	2541.66887410859	1.07328316970329	0.102030759812973	0.88162269567144	1
"QPX_contig_10"	80142.1336826122	50299.5694294905	109984.697935734	2.18659322899194	1.12868486140195	0.103446073452045	1
"QPX_contig_100"	269.425102813935	356.142379214314	182.707826413557	0.513019053830741	-0.962915685513829	0.288456831713772	1
"QPX_contig_1000"	1604.88636577621	1377.2809021898	1832.49182936263	1.33051422295124	0.411983932586018	0.566726032250294	1
"QPX_contig_10000"	140.131371290648	121.915959689547	158.346782891749	1.29881914800138	0.377200559002891	0.721164014874638	1
"QPX_contig_10001"	156.386832582588	154.426882273427	158.346782891749	1.02538353789583	0.0361636411678236	0.973408168703819	1
"QPX_contig_10002"	122.394449387667	78.3217680429819	166.467130732351	2.12542610939269	1.08775210444134	0.325938076987674	1
"QPX_contig_10003"	234.876145569711	138.171420981487	331.580870157936	2.39977896878084	1.26290153278024	0.174277053608009	1
"QPX_contig_10004"	124.066168253779	101.966075376712	146.166261130845	1.43347932722561	0.519521099050601	0.635995328025342	1
"QPX_contig_10005"	397.309507095374	331.759187276405	462.859826914343	1.39516807571846	0.480438933810053	0.561706643579734	1
"QPX_contig_10006"	578.021034067759	541.602414863262	614.439653272257	1.13448470023418	0.182037152822405	0.814563579518422	1
"QPX_contig_10007"	386.314266802269	367.964532881179	404.664000723358	1.09973642718993	0.137157795795326	0.867576846072632	1
"QPX_contig_10008"	116.399600082163	152.949113065069	79.850087099258	0.522069631520437	-0.937685854472182	0.413419892917815	1
"QPX_contig_10009"	144.41815259803	79.060652647161	209.775652548898	2.65335088346796	1.40781547253839	0.183576430230051	1
"QPX_contig_1001"	850.024850190954	886.66152501489	813.388175367018	0.917360404640721	-0.124439456119394	0.876443271914664	1
"QPX_contig_10010"	249.094137096133	154.426882273427	343.76139191884	2.22604631303881	1.15448360835659	0.207257872099399	1
"QPX_contig_10011"	159.828808397617	147.776920835815	171.88069595942	1.16310919856278	0.217986550662743	0.830554514392548	1
"QPX_contig_10012"	135.621109104044	79.060652647161	192.181565560926	2.43081177711258	1.28143818676884	0.233675091787486	1
"QPX_contig_10013"	308.332974734734	283.731688004765	332.934261464703	1.17341233122721	0.230710058283385	0.789154738225857	1
"QPX_contig_10014"	203.796133748956	243.831919379095	163.760348118817	0.671611610718664	-0.574300923305919	0.555942043116675	1
"QPX_contig_10015"	72.5055378896712	82.7550756680564	62.2560001112859	0.75229222629201	-0.410634912335289	0.77498488043233	1
"QPX_contig_10016"	110.294573590977	120.438190481189	100.150956700764	0.831554810817309	-0.266116734936826	0.83065754467452	1
"QPX_contig_10017"	120.14144644312	129.304805731338	110.978087154901	0.858267305126189	-0.220501053548943	0.857251742372558	1
"QPX_contig_10018"	145.925453027857	147.038036231636	144.812869824078	0.984866729285935	-0.0219995804772	0.998154030189025	1
"QPX_contig_10019"	89.4851181750552	84.2328448764145	94.737391473696	1.12470843900255	0.169551056445527	0.893604912665918	1
"QPX_contig_1002"	3785.37065611847	3785.3058272094	3785.43548502754	1.00003425293069	4.94156869296104e-05	0.995378546241855	1
"QPX_contig_10020"	83.1424100887376	70.1940373970121	96.090782780463	1.36893084290024	0.453049564839036	0.721317947377932	1
"QPX_contig_10021"	94.5181668919831	59.110768334326	129.92556544964	2.19800163507926	1.1361924594991	0.347783968457553	1
"QPX_contig_10022"	130.44891687479	68.716268188654	192.181565560926	2.79674043173168	1.48374636206195	0.174879891755626	1
"QPX_contig_10023"	263.930326727827	177.332305002978	350.528348452675	1.97667508154698	0.983075745743337	0.2753237552566	1
"QPX_contig_10024"	178.604485450705	175.85453579462	181.354435106789	1.03127527696296	0.0444294808151308	0.965006505281002	1
"QPX_contig_10025"	153.493483116667	149.993574648352	156.993391584982	1.04666744527584	0.0658031316076977	0.950466986781602	1
"QPX_contig_10026"	117.672345424717	110.832690626861	124.512000222572	1.1234230579294	0.167901319226434	0.882437065480987	1
"QPX_contig_10027"	240.081560423118	221.665381253723	258.497739592513	1.1661619786115	0.221768191205169	0.807814409633482	1
"QPX_contig_10028"	200.467461627467	229.054227295513	171.88069595942	0.750393031330824	-0.41428166483677	0.675294678034695	1
"QPX_contig_10029"	183.56796241147	132.999228752234	234.136696070706	1.76043649476256	0.815933184972352	0.404950686032447	1
"QPX_contig_1003"	2158.18798822813	1942.52762438679	2373.84835206947	1.22204097499969	0.289292659491989	0.681990170694934	1
"QPX_contig_10030"	196.842045467907	102.704959980891	290.979130954923	2.83315558478442	1.50240983053125	0.123289285445699	1
"QPX_contig_10031"	213.350518860539	285.948341817302	140.752695903777	0.492231201654271	-1.02259198433802	0.285699571758849	1
"QPX_contig_10032"	145.299872117218	124.132613502085	166.467130732351	1.34104266425967	0.423355136225781	0.68526272739402	1
"QPX_contig_10033"	89.3022427253523	87.9272678973099	90.6772175533947	1.03127527696296	0.0444294808151308	0.97578235633054	1
"QPX_contig_10034"	77.7873424097811	63.5440759594004	92.0306088601618	1.44829565102122	0.534356140213543	0.681397761517666	1
"QPX_contig_10035"	142.274761944339	100.488306168354	184.061217720324	1.83166802923272	0.873158053665302	0.407215445128133	1
"QPX_contig_10036"	233.687737594056	230.531996503871	236.84347868424	1.02737790101194	0.0389669466353824	0.966191844246782	1
"QPX_contig_10037"	116.073889717451	113.049344439398	119.098434995503	1.05350840897045	0.0752018296099474	0.949342167609507	1
"QPX_contig_10038"	139.835192147405	147.038036231636	132.632348063174	0.902027471682446	-0.148756722763139	0.902479126161287	1
"QPX_contig_10039"	113.220580786224	61.3274221468632	165.113739425584	2.69233132007701	1.42885595988126	0.211308049830705	1
"QPX_contig_1004"	5696.52239157498	6989.10947092987	4403.9353122201	0.630113940915876	-0.666315366066661	0.34306469357827	1
"QPX_contig_10040"	124.900464432906	178.071189607157	71.7297392586555	0.402814960785619	-1.31181082800146	0.241382253077708	1
"QPX_contig_10041"	113.418221846661	90.1439217098471	136.692521983476	1.51638090944676	0.60063219885421	0.595292740848599	1
"QPX_contig_10042"	315.663323228413	305.159341525958	326.167304930868	1.06884260301474	0.096049418475818	0.910317685824756	1
"QPX_contig_10043"	230.457603555372	161.815728315217	299.099478795526	1.84839559114352	0.88627355345556	0.339106038092276	1
"QPX_contig_10044"	232.850314907071	282.992803400586	182.707826413557	0.645627112131638	-0.631226931208824	0.502428282954919	1
"QPX_contig_10045"	174.814650854861	93.8383447307425	255.790956978979	2.72586816948806	1.44671579111421	0.149620945750408	1
"QPX_contig_10046"	225.878334507431	237.920842545662	213.835826469199	0.898768784530341	-0.153978076272212	0.879861815093715	1
