Contig	FOUR	THOUS
ruditapes_c15062	2	0
ruditapes_c15063	11	6
ruditapes_c15064	12	8
ruditapes_c15065	2	2
ruditapes_c15066	37	15
ruditapes_c15067	0	0
ruditapes_c15069	20	5
ruditapes_c15070	565	287
ruditapes_c15072	72	34
ruditapes_c15073	22	8
ruditapes_c15075	4	4
ruditapes_c15076	7	0
ruditapes_c15077	333	455
ruditapes_c15078	63	62
ruditapes_c1508	71	35
ruditapes_c15080	0	0
ruditapes_c15081	0	1
ruditapes_c15082	360	313
ruditapes_c15085	12	11
ruditapes_c15086	52	19
ruditapes_c15087	0	0
ruditapes_c15088	37	125
ruditapes_c15089	437	223
ruditapes_c1509	171	101
ruditapes_c15090	249	200
ruditapes_c15091	2	15
ruditapes_c15093	10	31
ruditapes_c15094	16	0
ruditapes_c15097	0	1
ruditapes_c15098	0	0
ruditapes_c15099	1	8
ruditapes_c15101	86	67
ruditapes_c15102	68	23
ruditapes_c15103	223	127
ruditapes_c15104	63	23
ruditapes_c15106	52	18
ruditapes_c15107	8	0
ruditapes_c15108	37	10
ruditapes_c15109	9	79
ruditapes_c15110	11	13
ruditapes_c15111	0	0
ruditapes_c15113	102	69
ruditapes_c15115	196	148
ruditapes_c15120	2	11
ruditapes_c15121	18	4
ruditapes_c15122	31	21
ruditapes_c15123	1	1
ruditapes_c15125	0	0
ruditapes_c15126	22	25
ruditapes_c15127	26	13
ruditapes_c15128	115	95
ruditapes_c15129	67	34
ruditapes_c15131	0	0
ruditapes_c15133	253	96
ruditapes_c15134	6	0
ruditapes_c15135	107	61
ruditapes_c15136	0	0
ruditapes_c15137	12	16
ruditapes_c15138	0	3
ruditapes_c15139	1	0
ruditapes_c15140	31	6
ruditapes_c15141	185	147
ruditapes_c15142	5	0
ruditapes_c15143	44	172
ruditapes_c15144	25	6
ruditapes_c15145	1	2
ruditapes_c15146	165	85
ruditapes_c15147	9	14
ruditapes_c15148	0	0
ruditapes_c15150	190	170
ruditapes_c15151	85	102
ruditapes_c15152	2	0
ruditapes_c15153	978	719
ruditapes_c15154	296	189
ruditapes_c15155	4	7
ruditapes_c15157	5	19
ruditapes_c15158	0	0
ruditapes_c15160	70	46
ruditapes_c15162	19	31
ruditapes_c15163	7	0
ruditapes_c15164	5	0
ruditapes_c15165	0	3
ruditapes_c15166	40	17
ruditapes_c15167	42	29
ruditapes_c15168	157	35
ruditapes_c15169	0	3
ruditapes_c1517	133	174
ruditapes_c15171	4	0
ruditapes_c15172	4	17
ruditapes_c15173	0	0
ruditapes_c15174	74	69
ruditapes_c15176	0	0
ruditapes_c15177	3	0
ruditapes_c15178	927	649
ruditapes_c1518	19	6
ruditapes_c15180	50	43
ruditapes_c15181	131	144
ruditapes_c15182	34	73
ruditapes_c15183	18	4
ruditapes_c15184	2	0
ruditapes_c15186	10	1
ruditapes_c15188	76	17
ruditapes_c15191	1	0
ruditapes_c15192	26	21
ruditapes_c15193	361	318
ruditapes_c15194	298	146
ruditapes_c15195	462	152
ruditapes_c15196	39	6
ruditapes_c15198	0	6
ruditapes_c1520	6	13
ruditapes_c15200	10	6
ruditapes_c15201	8	0
ruditapes_c15202	9	16
ruditapes_c15203	5	7
ruditapes_c15205	211	97
ruditapes_c15206	111	75
ruditapes_c15207	470	396
ruditapes_c15209	0	1
ruditapes_c1521	171	187
ruditapes_c15210	5	6
ruditapes_c15211	2	1
ruditapes_c15212	112	97
ruditapes_c15213	21	10
ruditapes_c15214	6	15
ruditapes_c15215	6	9
ruditapes_c15216	6	0
ruditapes_c15218	8	4
ruditapes_c15219	314	133
ruditapes_c1522	129	96
ruditapes_c15221	41	68
ruditapes_c15222	8	0
ruditapes_c15223	3	0
ruditapes_c15225	93	86
ruditapes_c15226	2	3
ruditapes_c15227	24	5
ruditapes_c15230	8	31
ruditapes_c15231	0	0
ruditapes_c15232	8	7
ruditapes_c15233	63	35
ruditapes_c15234	0	0
ruditapes_c15235	556	240
ruditapes_c15236	72	41
ruditapes_c15237	1	1
ruditapes_c15238	20	23
ruditapes_c1524	25	15
ruditapes_c15240	57	51
ruditapes_c15241	1	6
ruditapes_c15243	19	17
ruditapes_c15244	0	1
ruditapes_c15246	40	48
ruditapes_c15247	0	1
ruditapes_c15248	14	37
ruditapes_c15249	1	0
ruditapes_c15250	253	128
ruditapes_c15252	1	0
ruditapes_c15253	57	16
ruditapes_c15254	451	154
ruditapes_c15255	60	14
ruditapes_c15256	5	0
ruditapes_c15257	0	0
ruditapes_c15259	9	16
ruditapes_c15261	29	52
ruditapes_c15263	6876	4925
ruditapes_c15264	3	1
ruditapes_c15265	46	51
ruditapes_c15266	15	7
ruditapes_c15267	44	8
ruditapes_c15268	377	334
ruditapes_c15269	43	31
ruditapes_c15270	0	1
ruditapes_c15271	0	0
ruditapes_c15272	2	1
ruditapes_c15274	26	27
ruditapes_c15275	2	12
ruditapes_c15276	40	51
ruditapes_c15277	1	0
ruditapes_c15278	71	34
ruditapes_c15279	34	24
ruditapes_c1528	962	827
ruditapes_c15281	4	5
ruditapes_c15282	104	54
ruditapes_c15283	43	14
ruditapes_c15284	0	0
ruditapes_c15286	94	125
ruditapes_c15287	336	138
ruditapes_c15288	0	0
ruditapes_c15289	3	3
ruditapes_c1529	2708	1540
ruditapes_c15290	2	1
ruditapes_c15291	2	1
ruditapes_c15293	387	394
ruditapes_c15295	17	1
ruditapes_c15296	56	110
ruditapes_c15297	7	7
ruditapes_c15298	116	111
ruditapes_c15299	0	4
ruditapes_c153	41	23
ruditapes_c1530	0	0
ruditapes_c15300	16	0
ruditapes_c15301	91	50
ruditapes_c15302	11	3
ruditapes_c15305	0	0
ruditapes_c15306	26	31
ruditapes_c15307	18	29
ruditapes_c15308	4	1
ruditapes_c1531	74	37
ruditapes_c15310	11	8
ruditapes_c15311	4	0
ruditapes_c15312	24	15
ruditapes_c15313	731	700
ruditapes_c15315	24	25
ruditapes_c15316	35	15
ruditapes_c15317	19	19
ruditapes_c15318	69	107
ruditapes_c15319	5	9
ruditapes_c1532	12	5
ruditapes_c15320	1266	1477
ruditapes_c15321	0	0
ruditapes_c15322	39	40
ruditapes_c15323	465	279
ruditapes_c15324	180	168
ruditapes_c15326	184	112
ruditapes_c15327	6	21
ruditapes_c15329	1	2
ruditapes_c15330	7	0
ruditapes_c15331	0	1
ruditapes_c15332	48	37
ruditapes_c15333	169	161
ruditapes_c15334	35	41
ruditapes_c15335	22	20
ruditapes_c15336	316	327
ruditapes_c15337	23	11
ruditapes_c15338	0	4
ruditapes_c15339	127	129
ruditapes_c1534	68	73
ruditapes_c15340	1	19
ruditapes_c15341	1	0
ruditapes_c15342	1	0
ruditapes_c15343	0	0
ruditapes_c15344	2	7
ruditapes_c15345	1	0
ruditapes_c15346	9	3
ruditapes_c15347	7	1
ruditapes_c15348	4	0
ruditapes_c15349	67	73
ruditapes_c15350	4	0
ruditapes_c15351	20	0
ruditapes_c15352	289	211
ruditapes_c15353	2	0
ruditapes_c15355	0	0
ruditapes_c15356	81	36
ruditapes_c15357	0	0
ruditapes_c15359	58	82
ruditapes_c15360	0	2
ruditapes_c15361	6	9
ruditapes_c15362	162	66
ruditapes_c15363	75	83
ruditapes_c15364	73	61
ruditapes_c15366	6	2
ruditapes_c15367	0	8
ruditapes_c15368	7	0
ruditapes_c15369	7	28
ruditapes_c1537	0	0
ruditapes_c15371	2	1
ruditapes_c15372	14	10
ruditapes_c15373	27	3
ruditapes_c15376	80	46
ruditapes_c15377	385	128
ruditapes_c15378	8	10
ruditapes_c15379	0	2
ruditapes_c15380	969	620
ruditapes_c15381	382	375
ruditapes_c15382	36	11
ruditapes_c15383	88	97
ruditapes_c15384	0	0
ruditapes_c15386	14	15
ruditapes_c15387	0	0
ruditapes_c15388	13	5
ruditapes_c15389	3	3
ruditapes_c1539	310	428
ruditapes_c15391	11	4
ruditapes_c15392	28	20
ruditapes_c15394	0	1
ruditapes_c15396	2	0
ruditapes_c15398	102	73
ruditapes_c154	67	17
ruditapes_c15400	0	0
ruditapes_c15401	11	1
ruditapes_c15402	50	19
ruditapes_c15403	3	0
ruditapes_c15405	0	0
ruditapes_c15406	5	0
ruditapes_c15407	333	384
ruditapes_c15408	14	15
ruditapes_c15409	99	50
ruditapes_c1541	11	0
ruditapes_c15410	101	80
ruditapes_c15412	50	40
ruditapes_c15414	32	17
ruditapes_c15415	236	102
ruditapes_c15416	92	100
ruditapes_c15417	2	1
ruditapes_c15419	7	17
ruditapes_c15420	8	0
ruditapes_c15422	2	0
ruditapes_c15423	1278	857
ruditapes_c15424	22	1
ruditapes_c15425	9	0
ruditapes_c15426	40	14
ruditapes_c15427	0	0
ruditapes_c15428	1	5
ruditapes_c15429	73	33
ruditapes_c15430	357	162
ruditapes_c15431	13	4
ruditapes_c15432	108	46
ruditapes_c15433	4	12
ruditapes_c15435	0	5
ruditapes_c15436	242	75
ruditapes_c15437	0	0
ruditapes_c15439	8	6
ruditapes_c15441	16	1
ruditapes_c15445	88	80
ruditapes_c15446	31	11
ruditapes_c15448	2	4
ruditapes_c15449	812	631
ruditapes_c1545	21	40
ruditapes_c15450	56	49
ruditapes_c15451	43	19
ruditapes_c15453	0	0
ruditapes_c15454	112	68
ruditapes_c15455	69	32
ruditapes_c15457	59	44
ruditapes_c15458	0	0
ruditapes_c15461	5	3
ruditapes_c15462	79	52
ruditapes_c15463	2	5
ruditapes_c15467	12	7
ruditapes_c15469	0	0
ruditapes_c1547	568	480
ruditapes_c15470	69	16
ruditapes_c15472	0	0
ruditapes_c15473	2	3
ruditapes_c15474	17	14
ruditapes_c15475	199	92
ruditapes_c15477	33	16
ruditapes_c15478	0	0
ruditapes_c15479	62	36
ruditapes_c1548	236	155
ruditapes_c15480	20	20
ruditapes_c15481	125	3
ruditapes_c15482	73	25
ruditapes_c15483	33	15
ruditapes_c15485	58	13
ruditapes_c15487	0	0
ruditapes_c15488	4	1
ruditapes_c1549	187	145
ruditapes_c15490	9	11
ruditapes_c15491	3	4
ruditapes_c15492	4	10
ruditapes_c15493	21	37
ruditapes_c15494	318	109
ruditapes_c15496	550	659
ruditapes_c15497	9	10
ruditapes_c15498	0	0
ruditapes_c15501	152	65
ruditapes_c15502	0	0
ruditapes_c15503	27	28
ruditapes_c15504	1	0
ruditapes_c15506	422	373
ruditapes_c15507	0	0
ruditapes_c15508	62	30
ruditapes_c15510	81	91
ruditapes_c15512	79	10
ruditapes_c15513	204	114
ruditapes_c15514	2	1
ruditapes_c15515	87	79
ruditapes_c15516	1	1
ruditapes_c15517	1	1
ruditapes_c15518	55	23
ruditapes_c15520	0	0
ruditapes_c15521	135	78
ruditapes_c15522	42	44
ruditapes_c15523	299	80
ruditapes_c15524	0	0
ruditapes_c15526	257	75
ruditapes_c15527	29	16
ruditapes_c15528	50	25
ruditapes_c1553	85	103
ruditapes_c15531	7	16
ruditapes_c15532	3	15
ruditapes_c15533	43	40
ruditapes_c15534	20	0
ruditapes_c15535	281	217
ruditapes_c15536	2	4
ruditapes_c15537	0	0
ruditapes_c15539	170	281
ruditapes_c15540	0	0
ruditapes_c15541	0	0
ruditapes_c15542	0	3
ruditapes_c15543	19	12
ruditapes_c15544	59	115
ruditapes_c15545	2	8
ruditapes_c15548	0	0
ruditapes_c15550	0	0
ruditapes_c15551	580	381
ruditapes_c15552	0	9
ruditapes_c15553	168	162
ruditapes_c15554	0	0
ruditapes_c15557	31	14
ruditapes_c15559	85	156
ruditapes_c15560	233	190
ruditapes_c15561	96	93
ruditapes_c15562	63	56
ruditapes_c15563	15	14
ruditapes_c15564	0	0
ruditapes_c15565	8	7
ruditapes_c15566	86	41
ruditapes_c15567	3	9
ruditapes_c15568	160	107
ruditapes_c15569	1	13
ruditapes_c15570	43	81
ruditapes_c15573	375	551
ruditapes_c15575	0	0
ruditapes_c15576	0	1
ruditapes_c15577	64	20
ruditapes_c15578	95	37
ruditapes_c15580	60	30
ruditapes_c15581	48	34
ruditapes_c15582	546	234
ruditapes_c15585	60	23
ruditapes_c15586	226	179
ruditapes_c15587	46	17
ruditapes_c15589	195	132
ruditapes_c15590	62	68
ruditapes_c15593	1088	2452
ruditapes_c15594	2	4
ruditapes_c15595	785	661
ruditapes_c15596	0	1
ruditapes_c15597	4	0
ruditapes_c15598	124	57
ruditapes_c15600	8	0
ruditapes_c15601	1	4
ruditapes_c15602	0	2
ruditapes_c15603	17	7
ruditapes_c15604	158	65
ruditapes_c15605	56	42
ruditapes_c15606	2	0
ruditapes_c15607	0	1
ruditapes_c15609	146	208
ruditapes_c15610	203	71
ruditapes_c15612	105	105
ruditapes_c15613	1	0
ruditapes_c15614	178	142
ruditapes_c15619	80	1
ruditapes_c1562	109	69
ruditapes_c15620	0	11
ruditapes_c15621	0	1
ruditapes_c15622	81	211
ruditapes_c15624	6	10
ruditapes_c15626	790	1045
ruditapes_c15628	51	38
ruditapes_c15629	19	15
ruditapes_c15630	4	4
ruditapes_c15631	35	24
ruditapes_c15632	2	0
ruditapes_c15633	0	0
ruditapes_c15634	1	1
ruditapes_c15635	0	0
ruditapes_c15636	38	13
ruditapes_c15637	4	3
ruditapes_c15638	53	41
ruditapes_c15639	78	58
ruditapes_c1564	54	37
ruditapes_c15640	66	13
ruditapes_c15642	52	24
ruditapes_c15643	203	178
ruditapes_c15645	8	5
ruditapes_c15646	26	12
ruditapes_c15647	73	108
ruditapes_c15648	30	17
ruditapes_c15649	32	19
ruditapes_c1565	165	182
ruditapes_c15650	1	0
ruditapes_c15651	28	34
ruditapes_c15652	10	19
ruditapes_c15653	103	75
ruditapes_c15654	0	0
ruditapes_c15655	162	73
ruditapes_c15656	257	241
ruditapes_c15657	0	8
ruditapes_c15658	10	18
ruditapes_c15659	32	5
ruditapes_c1566	16	26
ruditapes_c15660	2	1
ruditapes_c15663	120	430
ruditapes_c15664	4	3
ruditapes_c15667	31	25
ruditapes_c15668	17	72
ruditapes_c15669	3	2
ruditapes_c1567	180	115
ruditapes_c15670	2	9
ruditapes_c15671	50	28
ruditapes_c15672	0	0
ruditapes_c15673	68	29
ruditapes_c15674	9	2
ruditapes_c15676	464	428
ruditapes_c15677	46	19
ruditapes_c15679	122	142
ruditapes_c15680	48	39
ruditapes_c15682	165	54
ruditapes_c15684	39	9
ruditapes_c15685	1	0
ruditapes_c15686	292	201
ruditapes_c15688	35	34
ruditapes_c15689	0	0
ruditapes_c1569	0	1
ruditapes_c15690	121	55
ruditapes_c15691	106	52
ruditapes_c15693	0	2
ruditapes_c15695	1	0
ruditapes_c15696	12	13
ruditapes_c15697	563	202
ruditapes_c15698	73	45
ruditapes_c15699	0	0
ruditapes_c15700	27	18
ruditapes_c15701	6	6
ruditapes_c15702	1	2
ruditapes_c15703	1	10
ruditapes_c15704	39	23
ruditapes_c15705	62	57
ruditapes_c15706	153	37
ruditapes_c15707	1	10
ruditapes_c15709	0	0
ruditapes_c15710	202	149
ruditapes_c15712	13	10
ruditapes_c15713	8	0
ruditapes_c15714	2	0
ruditapes_c15715	0	0
ruditapes_c15716	2	0
ruditapes_c15717	139	142
ruditapes_c15719	3	0
ruditapes_c1572	691	1129
ruditapes_c15720	225	173
ruditapes_c15721	0	0
ruditapes_c15722	0	0
ruditapes_c15723	2	7
ruditapes_c15724	63	105
ruditapes_c15725	0	15
ruditapes_c15727	0	0
ruditapes_c15728	9	0
ruditapes_c15729	68	39
ruditapes_c1573	90	104
ruditapes_c15731	58	18
ruditapes_c15732	87	48
ruditapes_c15733	2	0
ruditapes_c15734	295	159
ruditapes_c15735	438	285
ruditapes_c15738	21	27
ruditapes_c15739	41	35
ruditapes_c1574	189	160
ruditapes_c15740	120	239
ruditapes_c15742	224	91
ruditapes_c15743	98	56
ruditapes_c15745	46	35
ruditapes_c15746	158	75
ruditapes_c15747	65	38
ruditapes_c15750	115	32
ruditapes_c15751	0	7
ruditapes_c15752	1	3
ruditapes_c15753	17	0
ruditapes_c15754	28	55
ruditapes_c15755	0	15
ruditapes_c15756	70	62
ruditapes_c15757	0	0
ruditapes_c15758	155	173
ruditapes_c15759	153	161
ruditapes_c15761	62	67
ruditapes_c15762	838	451
ruditapes_c15763	1	1
ruditapes_c15765	1	9
ruditapes_c15766	213	335
ruditapes_c15768	81	275
ruditapes_c15770	1	1
ruditapes_c15771	170	93
ruditapes_c15773	265	135
ruditapes_c15774	10	30
ruditapes_c15775	1	5
ruditapes_c15776	14	6
ruditapes_c15777	6	1
ruditapes_c15778	99	162
ruditapes_c15779	16	12
ruditapes_c15780	84	90
ruditapes_c15781	4	10
ruditapes_c15783	11	10
ruditapes_c15784	61	26
ruditapes_c15785	194	129
ruditapes_c15787	94	48
ruditapes_c15788	0	1
ruditapes_c15789	1	4
ruditapes_c1579	419	211
ruditapes_c15790	7	23
ruditapes_c15791	36	18
ruditapes_c15792	26	58
ruditapes_c15793	1	0
ruditapes_c15794	2	0
ruditapes_c15795	1936	2803
ruditapes_c15796	94	47
ruditapes_c15799	450	350
ruditapes_c15801	34	13
ruditapes_c15802	0	0
ruditapes_c15803	5	1
ruditapes_c15804	64	43
ruditapes_c15806	8	0
ruditapes_c15807	0	0
ruditapes_c15808	71	34
ruditapes_c15809	158	130
ruditapes_c1581	79	79
ruditapes_c15810	210	210
ruditapes_c15811	0	0
ruditapes_c15812	71	65
ruditapes_c15813	9	9
ruditapes_c15814	45	30
ruditapes_c15816	48	57
ruditapes_c15817	97	19
ruditapes_c15818	209	198
ruditapes_c15819	6	4
ruditapes_c1582	0	0
ruditapes_c15820	217	164
ruditapes_c15821	16	0
ruditapes_c15822	29	27
ruditapes_c15823	2	0
ruditapes_c15825	9	0
ruditapes_c15828	275	414
ruditapes_c1583	0	0
ruditapes_c15831	33	11
ruditapes_c15834	37	4
ruditapes_c15835	9	0
ruditapes_c15836	7	0
ruditapes_c15837	122	93
ruditapes_c15840	446	672
ruditapes_c15841	51	45
ruditapes_c15842	156	87
ruditapes_c15843	0	0
ruditapes_c15844	5	11
ruditapes_c15847	2	8
ruditapes_c15848	2	3
ruditapes_c15849	0	0
ruditapes_c15850	127	95
ruditapes_c15851	22	19
ruditapes_c15852	8	3
ruditapes_c15853	171	68
ruditapes_c15854	0	0
ruditapes_c15855	712	463
ruditapes_c15858	156	104
ruditapes_c15859	6	7
ruditapes_c1586	20	14
ruditapes_c15861	0	0
ruditapes_c15862	0	0
ruditapes_c15865	238	189
ruditapes_c15866	19	5
ruditapes_c15868	1	4
ruditapes_c1587	66	45
ruditapes_c15870	138	54
ruditapes_c15871	2221	2485
ruditapes_c15872	209	97
ruditapes_c15873	16	49
ruditapes_c15874	1	9
ruditapes_c15875	15	13
ruditapes_c15876	1	9
ruditapes_c15878	0	0
ruditapes_c15879	437	586
ruditapes_c15880	6	7
ruditapes_c15882	0	0
ruditapes_c15883	521	808
ruditapes_c15884	36	38
ruditapes_c15885	2	3
ruditapes_c15887	47	12
ruditapes_c15888	2	0
ruditapes_c15889	544	431
ruditapes_c15890	1848	748
ruditapes_c15891	1	6
ruditapes_c15892	1	0
ruditapes_c15893	445	393
ruditapes_c15894	3267	1199
ruditapes_c15895	63	18
ruditapes_c15896	28	9
ruditapes_c15897	3	0
ruditapes_c15899	12	0
ruditapes_c15902	5	0
ruditapes_c15904	45	39
ruditapes_c15905	27	46
ruditapes_c15907	11	7
ruditapes_c15908	1	0
ruditapes_c15910	1	1
ruditapes_c15911	9	30
ruditapes_c15913	26	1
ruditapes_c15914	3	0
ruditapes_c15915	11	16
ruditapes_c15916	15	8
ruditapes_c15917	148	90
ruditapes_c15918	46	31
ruditapes_c15920	16	17
ruditapes_c15921	16	27
ruditapes_c15922	166	76
ruditapes_c15924	24	12
ruditapes_c15925	309	146
ruditapes_c15926	17	10
ruditapes_c15927	2	0
ruditapes_c15929	34	52
ruditapes_c15931	21	31
ruditapes_c15932	33	14
ruditapes_c15933	3	2
ruditapes_c15934	1	0
ruditapes_c15935	0	0
ruditapes_c15937	136	88
ruditapes_c15938	38	27
ruditapes_c15939	0	1
ruditapes_c15941	0	17
ruditapes_c15942	0	0
ruditapes_c15943	1	1
ruditapes_c15944	84	61
ruditapes_c15946	246	182
ruditapes_c15947	0	2
ruditapes_c15948	81	62
ruditapes_c1595	281	297
ruditapes_c15950	58	44
ruditapes_c15952	39	19
ruditapes_c15953	184	135
ruditapes_c15956	337	189
ruditapes_c15957	15	0
ruditapes_c15959	0	1
ruditapes_c15960	1	1
ruditapes_c15961	121	89
ruditapes_c15962	0	7
ruditapes_c15963	60	87
ruditapes_c15964	2	7
ruditapes_c15965	58	45
ruditapes_c15967	25	37
ruditapes_c15968	5	29
ruditapes_c1597	27	4
ruditapes_c15970	4	13
ruditapes_c15972	13	2
ruditapes_c15975	209	193
ruditapes_c15976	788	949
ruditapes_c15977	21	21
ruditapes_c15979	177	256
ruditapes_c1598	6	0
ruditapes_c15980	135	83
ruditapes_c15981	40	3
ruditapes_c15982	150	161
ruditapes_c15983	155	297
ruditapes_c15984	15	10
ruditapes_c15986	33	35
ruditapes_c15987	6	32
ruditapes_c15988	16	33
ruditapes_c15989	6	0
ruditapes_c15990	180	516
ruditapes_c15991	6	5
ruditapes_c15992	118	170
ruditapes_c15993	333	247
ruditapes_c15994	9	5
ruditapes_c15995	2	88
ruditapes_c15996	5	3
ruditapes_c15997	51	40
ruditapes_c15998	0	0
ruditapes_c1600	646	366
ruditapes_c16001	253	343
ruditapes_c16003	170	285
ruditapes_c16004	1	0
ruditapes_c16005	0	2
ruditapes_c16006	33	19
ruditapes_c16007	18	9
ruditapes_c16008	0	1
ruditapes_c16009	41	48
ruditapes_c1601	314	244
ruditapes_c16010	113	135
ruditapes_c16011	15	6
ruditapes_c16012	142	94
ruditapes_c16013	59	30
ruditapes_c16014	32	32
ruditapes_c16015	0	0
ruditapes_c16017	0	0
ruditapes_c16019	3	18
ruditapes_c16020	115	79
ruditapes_c16021	0	0
ruditapes_c16022	2	0
ruditapes_c16025	0	12
ruditapes_c16026	0	0
ruditapes_c16027	13	0
ruditapes_c16029	143	102
ruditapes_c1603	10	0
ruditapes_c16030	29	15
ruditapes_c16031	0	0
ruditapes_c16032	3	1
ruditapes_c16034	43	18
ruditapes_c16035	9	9
ruditapes_c16036	216	168
ruditapes_c16037	0	12
ruditapes_c16038	113	154
ruditapes_c16039	191	201
ruditapes_c16040	65	406
ruditapes_c16041	7	0
ruditapes_c16042	7	0
ruditapes_c16043	8	42
ruditapes_c16045	0	1
ruditapes_c16046	47	85
ruditapes_c16047	87	6
ruditapes_c16048	0	0
ruditapes_c16049	3	9
ruditapes_c16050	105	80
ruditapes_c16051	74	34
ruditapes_c16054	0	0
ruditapes_c16055	16	28
ruditapes_c16056	80	34
ruditapes_c16058	2	0
ruditapes_c16060	428	448
ruditapes_c16061	102	92
ruditapes_c16062	1	6
ruditapes_c16063	406	151
ruditapes_c16064	0	0
ruditapes_c16065	0	1
ruditapes_c16066	42	51
ruditapes_c16067	22	17
ruditapes_c16068	1	0
ruditapes_c16069	50	85
ruditapes_c1607	71	65
ruditapes_c16070	196	97
ruditapes_c16071	8	7
ruditapes_c16072	7	3
ruditapes_c16075	5	7
ruditapes_c16076	2	0
ruditapes_c16078	0	4
ruditapes_c16079	1	6
ruditapes_c16080	19	47
ruditapes_c16081	23	13
ruditapes_c16082	193	106
ruditapes_c16083	77	30
ruditapes_c16084	2130	985
ruditapes_c16085	2	0
ruditapes_c16087	13	13
ruditapes_c16088	19	13
ruditapes_c1609	2045	797
ruditapes_c16090	27	41
ruditapes_c16093	13	0
ruditapes_c16094	10	0
ruditapes_c16095	5	0
ruditapes_c16096	5	0
ruditapes_c16098	173	133
ruditapes_c16099	100	53
ruditapes_c16100	13	20
ruditapes_c16101	9	0
ruditapes_c16103	33	41
ruditapes_c16104	57	18
ruditapes_c16105	5	0
ruditapes_c16107	436	321
ruditapes_c16108	1	0
ruditapes_c16109	6	4
ruditapes_c1611	82	69
ruditapes_c16110	1	0
ruditapes_c16111	6	2
ruditapes_c16112	33	0
ruditapes_c16113	34	59
ruditapes_c16114	0	0
ruditapes_c16115	102	65
ruditapes_c16117	1	0
ruditapes_c16118	0	0
ruditapes_c1612	0	0
ruditapes_c16120	701	2603
ruditapes_c16121	19	15
ruditapes_c16122	2	0
ruditapes_c16123	17	1
ruditapes_c16124	33	34
ruditapes_c16126	1	0
ruditapes_c16127	0	0
ruditapes_c16128	3	0
ruditapes_c1613	17	0
ruditapes_c16131	44	13
ruditapes_c16132	92	50
ruditapes_c16133	28	0
ruditapes_c16134	71	26
ruditapes_c16135	9	5
ruditapes_c16136	35	30
ruditapes_c16138	103	63
ruditapes_c16139	0	4
ruditapes_c16140	0	3
ruditapes_c16141	78	124
ruditapes_c16143	0	0
ruditapes_c16144	3	0
ruditapes_c16145	0	1
ruditapes_c16146	63	58
ruditapes_c16147	3	2
ruditapes_c16148	2	1
ruditapes_c16149	22	33
ruditapes_c16151	2161	2469
ruditapes_c16153	6	0
ruditapes_c16154	63	32
ruditapes_c16155	152	66
ruditapes_c16157	8	3
ruditapes_c16158	22	176
ruditapes_c16160	45	24
ruditapes_c16161	15	15
ruditapes_c16162	555	335
ruditapes_c16163	70	53
ruditapes_c16165	12	0
ruditapes_c16166	1	0
ruditapes_c16167	11	8
ruditapes_c16168	2264	1340
ruditapes_c16169	190	123
ruditapes_c16170	8	0
ruditapes_c16171	330	199
ruditapes_c16173	53	68
ruditapes_c16174	80	30
ruditapes_c16175	1	0
ruditapes_c16176	32	3
ruditapes_c16177	3290	8069
ruditapes_c16178	29	92
ruditapes_c16179	164	102
ruditapes_c16180	16	2
ruditapes_c16181	17	18
ruditapes_c16182	38	29
ruditapes_c16183	0	1
ruditapes_c16184	3	13
ruditapes_c16185	38	7
ruditapes_c16187	3	0
ruditapes_c16189	183	91
ruditapes_c1619	16	17
ruditapes_c16190	37	43
ruditapes_c16191	600	310
ruditapes_c16193	316	173
ruditapes_c16194	30	3
ruditapes_c16195	4	0
ruditapes_c16196	74	59
ruditapes_c16197	42	17
ruditapes_c16198	0	0
ruditapes_c16199	377	218
ruditapes_c16200	0	0
ruditapes_c16201	136	212
ruditapes_c16202	627	552
ruditapes_c16203	0	0
ruditapes_c16204	0	1
ruditapes_c16205	469	292
ruditapes_c16206	150	93
ruditapes_c16207	14	17
ruditapes_c16208	7	1
ruditapes_c16209	62	71
ruditapes_c1621	376	390
ruditapes_c16210	58	31
ruditapes_c16211	95	121
ruditapes_c16215	26	35
ruditapes_c16216	0	0
ruditapes_c16218	16	21
ruditapes_c1622	321	205
ruditapes_c16220	51	39
ruditapes_c16221	0	1
ruditapes_c16223	0	0
ruditapes_c16224	78	29
ruditapes_c16225	50	14
ruditapes_c16227	680	452
ruditapes_c16228	10	2
ruditapes_c16229	173	90
ruditapes_c1623	5	14
ruditapes_c16230	0	0
ruditapes_c16232	146	69
ruditapes_c16233	72	45
ruditapes_c16234	5	3
ruditapes_c16235	118	26
ruditapes_c16236	2460	1506
ruditapes_c16237	244	168
ruditapes_c16238	80	300
ruditapes_c16239	78	87
ruditapes_c16240	20	0
ruditapes_c16242	40	66
ruditapes_c16243	51	40
ruditapes_c16244	0	0
ruditapes_c16245	26	21
ruditapes_c16246	11	21
ruditapes_c16248	2	0
ruditapes_c16249	47	26
ruditapes_c16252	2	1
ruditapes_c16253	96	95
ruditapes_c16255	89	104
ruditapes_c16256	4	0
ruditapes_c16257	22	103
ruditapes_c16258	23	31
ruditapes_c16259	16	16
ruditapes_c1626	143	91
ruditapes_c16260	2	0
ruditapes_c16261	36	55
ruditapes_c16262	7	2
ruditapes_c16263	90	66
ruditapes_c16264	4	0
ruditapes_c16265	90	50
ruditapes_c16266	0	0
ruditapes_c16267	131	75
ruditapes_c16268	182	146
ruditapes_c16269	94	104
ruditapes_c16270	3	1
